Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,317
Share Low,Alabama,AY.1 (Delta),0,317
Share High,Alabama,AY.1 (Delta),0,317
Share,Alabama,AY.2 (Delta),0,317
Share Low,Alabama,AY.2 (Delta),0,317
Share High,Alabama,AY.2 (Delta),0,317
Share,Alabama,B.1.1.7 (Alpha),0,317
Share Low,Alabama,B.1.1.7 (Alpha),0,317
Share High,Alabama,B.1.1.7 (Alpha),0,317
Share,Alabama,B.1.1.529 (Omicron),0,317
Share Low,Alabama,B.1.1.529 (Omicron),0,317
Share High,Alabama,B.1.1.529 (Omicron),0,317
Share,Alabama,B.1.351,0,317
Share Low,Alabama,B.1.351,0,317
Share High,Alabama,B.1.351,0,317
Share,Alabama,B.1.427/429,0,317
Share Low,Alabama,B.1.427/429,0,317
Share High,Alabama,B.1.427/429,0,317
Share,Alabama,B.1.525,0,317
Share Low,Alabama,B.1.525,0,317
Share High,Alabama,B.1.525,0,317
Share,Alabama,B.1.526 (Iota),0,317
Share Low,Alabama,B.1.526 (Iota),0,317
Share High,Alabama,B.1.526 (Iota),0,317
Share,Alabama,B.1.617.1,0,317
Share Low,Alabama,B.1.617.1,0,317
Share High,Alabama,B.1.617.1,0,317
Share,Alabama,B.1.617.2 (Delta),0,317
Share Low,Alabama,B.1.617.2 (Delta),0,317
Share High,Alabama,B.1.617.2 (Delta),0,317
Share,Alabama,B.1.617.3,0,317
Share Low,Alabama,B.1.617.3,0,317
Share High,Alabama,B.1.617.3,0,317
Share,Alabama,B.1.621 (Mu),0,317
Share Low,Alabama,B.1.621 (Mu),0,317
Share High,Alabama,B.1.621 (Mu),0,317
Share,Alabama,BA.2 (Omicron),0.372713506,317
Share Low,Alabama,BA.2 (Omicron),0.312294990,317
Share High,Alabama,BA.2 (Omicron),0.436221629,317
Share,Alabama,BA.2.12.1 (Omicron),0.520138800,317
Share Low,Alabama,BA.2.12.1 (Omicron),0.463598639,317
Share High,Alabama,BA.2.12.1 (Omicron),0.576299191,317
Share,Alabama,BA.4 (Omicron),0.023282668,317
Share Low,Alabama,BA.4 (Omicron),0.009687852,317
Share High,Alabama,BA.4 (Omicron),0.046554640,317
Share,Alabama,BA.5 (Omicron),0.083865032,317
