Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,90
Share Low,Alabama,AY.1 (Delta),0,90
Share High,Alabama,AY.1 (Delta),0,90
Share,Alabama,AY.2 (Delta),0,90
Share Low,Alabama,AY.2 (Delta),0,90
Share High,Alabama,AY.2 (Delta),0,90
Share,Alabama,B.1.1.7 (Alpha),0,90
Share Low,Alabama,B.1.1.7 (Alpha),0,90
Share High,Alabama,B.1.1.7 (Alpha),0,90
Share,Alabama,B.1.1.529 (Omicron),0,90
Share Low,Alabama,B.1.1.529 (Omicron),0,90
Share High,Alabama,B.1.1.529 (Omicron),0,90
Share,Alabama,B.1.351,0,90
Share Low,Alabama,B.1.351,0,90
Share High,Alabama,B.1.351,0,90
Share,Alabama,B.1.427/429 (Epsilon),0,90
Share Low,Alabama,B.1.427/429 (Epsilon),0,90
Share High,Alabama,B.1.427/429 (Epsilon),0,90
Share,Alabama,B.1.525,0,90
Share Low,Alabama,B.1.525,0,90
Share High,Alabama,B.1.525,0,90
Share,Alabama,B.1.526 (Iota),0,90
Share Low,Alabama,B.1.526 (Iota),0,90
Share High,Alabama,B.1.526 (Iota),0,90
Share,Alabama,B.1.617.1,0,90
Share Low,Alabama,B.1.617.1,0,90
Share High,Alabama,B.1.617.1,0,90
Share,Alabama,B.1.617.2 (Delta),0,90
Share Low,Alabama,B.1.617.2 (Delta),0,90
Share High,Alabama,B.1.617.2 (Delta),0,90
Share,Alabama,B.1.617.3,0,90
Share Low,Alabama,B.1.617.3,0,90
Share High,Alabama,B.1.617.3,0,90
Share,Alabama,B.1.621 (Mu),0,90
Share Low,Alabama,B.1.621 (Mu),0,90
Share High,Alabama,B.1.621 (Mu),0,90
Share,Alabama,BA.2 (Omicron),0,90
Share Low,Alabama,BA.2 (Omicron),0,90
Share High,Alabama,BA.2 (Omicron),0,90
Share,Alabama,BA.2.12.1 (Omicron),0,90
Share Low,Alabama,BA.2.12.1 (Omicron),0,90
Share High,Alabama,BA.2.12.1 (Omicron),0,90
Share,Alabama,BA.2.75 (Omicron),0,90
Share Low,Alabama,BA.2.75 (Omicron),0,90
Share High,Alabama,BA.2.75 (Omicron),0,90
Share,Alabama,BA.2.75.2 (Omicron),0,90
Share Low,Alabama,BA.2.75.2 (Omicron),0,90
Share High,Alabama,BA.2.75.2 (Omicron),0,90
Share,Alabama,BA.4 (Omicron),0,90
Share Low,Alabama,BA.4 (Omicron),0,90
Share High,Alabama,BA.4 (Omicron),0,90
Share,Alabama,BA.4.6 (Omicron),0.011111111,90
Share Low,Alabama,BA.4.6 (Omicron),0.000281269,90
Share High,Alabama,BA.4.6 (Omicron),0.060357481,90
Share,Alabama,BA.5 (Omicron),0.311111122,90
Share Low,Alabama,BA.5 (Omicron),0.217669532,90
Share High,Alabama,BA.5 (Omicron),0.417391509,90
Share,Alabama,BA.5.2.6 (Omicron),0,90
Share Low,Alabama,BA.5.2.6 (Omicron),0,90
Share High,Alabama,BA.5.2.6 (Omicron),0,90
Share,Alabama,BF.7 (Omicron),0.066666670,90
Share Low,Alabama,BF.7 (Omicron),0.024856666,90
Share High,Alabama,BF.7 (Omicron),0.139475703,90
Share,Alabama,BF.11 (Omicron),0,90
Share Low,Alabama,BF.11 (Omicron),0,90
Share High,Alabama,BF.11 (Omicron),0,90
Share,Alabama,BN.1 (Omicron),0.022222223,90
Share Low,Alabama,BN.1 (Omicron),0.000359673,90
Share High,Alabama,BN.1 (Omicron),0.128298670,90
Share,Alabama,BQ.1 (Omicron),0.155555561,90
Share Low,Alabama,BQ.1 (Omicron),0.087735862,90
Share High,Alabama,BQ.1 (Omicron),0.247202575,90
Share,Alabama,BQ.1.1 (Omicron),0.388888896,90
Share Low,Alabama,BQ.1.1 (Omicron),0.287862301,90
Share High,Alabama,BQ.1.1 (Omicron),0.497442901,90
Share,Alabama,XBB (Omicron),0.022222223,90
Share Low,Alabama,XBB (Omicron),0.002702636,90
Share High,Alabama,XBB (Omicron),0.077977687,90
Share,Alabama,XBB.1.5 (Omircon),0.011111111,90
Share Low,Alabama,XBB.1.5 (Omircon),2.599918436e-13,90
Share High,Alabama,XBB.1.5 (Omircon),0.268578529,90
Share,Alabama,Other,0.011111111,90
Share Low,Alabama,Other,0.000281269,90
Share High,Alabama,Other,0.060357481,90
Share,Alabama,P.1,0,90
Share Low,Alabama,P.1,0,90
Share High,Alabama,P.1,0,90
Share,Alabama,P.2,0,90
Share Low,Alabama,P.2,0,90
Share High,Alabama,P.2,0,90
Share,Alaska,AY.1 (Delta),0,57
Share Low,Alaska,AY.1 (Delta),0,57
Share High,Alaska,AY.1 (Delta),0,57
Share,Alaska,AY.2 (Delta),0,57
Share Low,Alaska,AY.2 (Delta),0,57
Share High,Alaska,AY.2 (Delta),0,57
Share,Alaska,B.1.1.7 (Alpha),0,57
Share Low,Alaska,B.1.1.7 (Alpha),0,57
Share High,Alaska,B.1.1.7 (Alpha),0,57
Share,Alaska,B.1.1.529 (Omicron),0,57
Share Low,Alaska,B.1.1.529 (Omicron),0,57
Share High,Alaska,B.1.1.529 (Omicron),0,57
Share,Alaska,B.1.351,0,57
Share Low,Alaska,B.1.351,0,57
Share High,Alaska,B.1.351,0,57
Share,Alaska,B.1.427/429 (Epsilon),0,57
Share Low,Alaska,B.1.427/429 (Epsilon),0,57
Share High,Alaska,B.1.427/429 (Epsilon),0,57
Share,Alaska,B.1.525,0,57
Share Low,Alaska,B.1.525,0,57
Share High,Alaska,B.1.525,0,57
Share,Alaska,B.1.526 (Iota),0,57
Share Low,Alaska,B.1.526 (Iota),0,57
Share High,Alaska,B.1.526 (Iota),0,57
Share,Alaska,B.1.617.1,0,57
Share Low,Alaska,B.1.617.1,0,57
Share High,Alaska,B.1.617.1,0,57
Share,Alaska,B.1.617.2 (Delta),0,57
Share Low,Alaska,B.1.617.2 (Delta),0,57
Share High,Alaska,B.1.617.2 (Delta),0,57
Share,Alaska,B.1.617.3,0,57
Share Low,Alaska,B.1.617.3,0,57
Share High,Alaska,B.1.617.3,0,57
Share,Alaska,B.1.621 (Mu),0,57
Share Low,Alaska,B.1.621 (Mu),0,57
Share High,Alaska,B.1.621 (Mu),0,57
Share,Alaska,BA.2 (Omicron),0.034396000,57
Share Low,Alaska,BA.2 (Omicron),0.003131284,57
Share High,Alaska,BA.2 (Omicron),0.130225062,57
Share,Alaska,BA.2.12.1 (Omicron),0,57
Share Low,Alaska,BA.2.12.1 (Omicron),0,57
Share High,Alaska,BA.2.12.1 (Omicron),0,57
Share,Alaska,BA.2.75 (Omicron),0.031244922,57
Share Low,Alaska,BA.2.75 (Omicron),0.003137264,57
Share High,Alaska,BA.2.75 (Omicron),0.115334786,57
Share,Alaska,BA.2.75.2 (Omicron),0,57
Share Low,Alaska,BA.2.75.2 (Omicron),0,57
Share High,Alaska,BA.2.75.2 (Omicron),0,57
Share,Alaska,BA.4 (Omicron),0,57
Share Low,Alaska,BA.4 (Omicron),0,57
Share High,Alaska,BA.4 (Omicron),0,57
Share,Alaska,BA.4.6 (Omicron),0.250883639,57
Share Low,Alaska,BA.4.6 (Omicron),0.105776489,57
Share High,Alaska,BA.4.6 (Omicron),0.453068852,57
Share,Alaska,BA.5 (Omicron),0.283052802,57
Share Low,Alaska,BA.5 (Omicron),0.171668053,57
Share High,Alaska,BA.5 (Omicron),0.417932779,57
Share,Alaska,BA.5.2.6 (Omicron),0.056815062,57
Share Low,Alaska,BA.5.2.6 (Omicron),0.007816102,57
Share High,Alaska,BA.5.2.6 (Omicron),0.183432117,57
Share,Alaska,BF.7 (Omicron),0.048599768,57
Share Low,Alaska,BF.7 (Omicron),0.009262273,57
Share High,Alaska,BF.7 (Omicron),0.140556306,57
Share,Alaska,BF.11 (Omicron),0,57
Share Low,Alaska,BF.11 (Omicron),0,57
Share High,Alaska,BF.11 (Omicron),0,57
Share,Alaska,BN.1 (Omicron),0,57
Share Low,Alaska,BN.1 (Omicron),0,57
Share High,Alaska,BN.1 (Omicron),0,57
Share,Alaska,BQ.1 (Omicron),0.148322999,57
Share Low,Alaska,BQ.1 (Omicron),0.068101205,57
Share High,Alaska,BQ.1 (Omicron),0.267416447,57
Share,Alaska,BQ.1.1 (Omicron),0.146684796,57
Share Low,Alaska,BQ.1.1 (Omicron),0.004905378,57
Share High,Alaska,BQ.1.1 (Omicron),0.566551626,57
Share,Alaska,XBB (Omicron),0,57
Share Low,Alaska,XBB (Omicron),0,57
