Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,54
Share Low,Alabama,AY.1 (Delta),0,54
Share High,Alabama,AY.1 (Delta),0,54
Share,Alabama,AY.2 (Delta),0,54
Share Low,Alabama,AY.2 (Delta),0,54
Share High,Alabama,AY.2 (Delta),0,54
Share,Alabama,B.1.1.7 (Alpha),0,54
Share Low,Alabama,B.1.1.7 (Alpha),0,54
Share High,Alabama,B.1.1.7 (Alpha),0,54
Share,Alabama,B.1.1.529 (Omicron),0,54
Share Low,Alabama,B.1.1.529 (Omicron),0,54
Share High,Alabama,B.1.1.529 (Omicron),0,54
Share,Alabama,B.1.351,0,54
Share Low,Alabama,B.1.351,0,54
Share High,Alabama,B.1.351,0,54
Share,Alabama,B.1.427/429 (Epsilon),0,54
Share Low,Alabama,B.1.427/429 (Epsilon),0,54
Share High,Alabama,B.1.427/429 (Epsilon),0,54
Share,Alabama,B.1.525,0,54
Share Low,Alabama,B.1.525,0,54
Share High,Alabama,B.1.525,0,54
Share,Alabama,B.1.526 (Iota),0,54
Share Low,Alabama,B.1.526 (Iota),0,54
Share High,Alabama,B.1.526 (Iota),0,54
Share,Alabama,B.1.617.1,0,54
Share Low,Alabama,B.1.617.1,0,54
Share High,Alabama,B.1.617.1,0,54
Share,Alabama,B.1.617.2 (Delta),0,54
Share Low,Alabama,B.1.617.2 (Delta),0,54
Share High,Alabama,B.1.617.2 (Delta),0,54
Share,Alabama,B.1.617.3,0,54
Share Low,Alabama,B.1.617.3,0,54
Share High,Alabama,B.1.617.3,0,54
Share,Alabama,B.1.621 (Mu),0,54
Share Low,Alabama,B.1.621 (Mu),0,54
Share High,Alabama,B.1.621 (Mu),0,54
Share,Alabama,BA.2 (Omicron),0,54
Share Low,Alabama,BA.2 (Omicron),0,54
Share High,Alabama,BA.2 (Omicron),0,54
Share,Alabama,BA.2.12.1 (Omicron),0,54
Share Low,Alabama,BA.2.12.1 (Omicron),0,54
Share High,Alabama,BA.2.12.1 (Omicron),0,54
Share,Alabama,BA.2.75 (Omicron),0,54
Share Low,Alabama,BA.2.75 (Omicron),0,54
Share High,Alabama,BA.2.75 (Omicron),0,54
Share,Alabama,BA.2.75.2 (Omicron),0,54
Share Low,Alabama,BA.2.75.2 (Omicron),0,54
Share High,Alabama,BA.2.75.2 (Omicron),0,54
Share,Alabama,CH.1.1 (Omicron),0.055555556,54
Share Low,Alabama,CH.1.1 (Omicron),0.004762799,54
Share High,Alabama,CH.1.1 (Omicron),0.207467496,54
Share,Alabama,BN.1 (Omicron),0,54
Share Low,Alabama,BN.1 (Omicron),0,54
Share High,Alabama,BN.1 (Omicron),0,54
Share,Alabama,BA.4 (Omicron),0,54
Share Low,Alabama,BA.4 (Omicron),0,54
Share High,Alabama,BA.4 (Omicron),0,54
Share,Alabama,BA.4.6 (Omicron),0,54
Share Low,Alabama,BA.4.6 (Omicron),0,54
Share High,Alabama,BA.4.6 (Omicron),0,54
Share,Alabama,BA.5 (Omicron),0.055555556,54
Share Low,Alabama,BA.5 (Omicron),0.004762799,54
Share High,Alabama,BA.5 (Omicron),0.207467496,54
Share,Alabama,BA.5.2.6 (Omicron),0,54
Share Low,Alabama,BA.5.2.6 (Omicron),0,54
Share High,Alabama,BA.5.2.6 (Omicron),0,54
Share,Alabama,BF.7 (Omicron),0.018518519,54
Share Low,Alabama,BF.7 (Omicron),1.757831228e-06,54
Share High,Alabama,BF.7 (Omicron),0.199763566,54
Share,Alabama,BF.11 (Omicron),0,54
Share Low,Alabama,BF.11 (Omicron),0,54
Share High,Alabama,BF.11 (Omicron),0,54
Share,Alabama,BQ.1 (Omicron),0.166666672,54
Share Low,Alabama,BQ.1 (Omicron),0.054431375,54
Share High,Alabama,BQ.1 (Omicron),0.352755725,54
Share,Alabama,BQ.1.1 (Omicron),0.333333343,54
Share Low,Alabama,BQ.1.1 (Omicron),0.175821483,54
Share High,Alabama,BQ.1.1 (Omicron),0.523782670,54
Share,Alabama,XBB (Omicron),0.037037037,54
Share Low,Alabama,XBB (Omicron),4.065849879e-09,54
Share High,Alabama,XBB (Omicron),0.514465332,54
Share,Alabama,XBB.1.5 (Omircon),0.333333343,54
Share Low,Alabama,XBB.1.5 (Omircon),0.042573437,54
Share High,Alabama,XBB.1.5 (Omircon),0.779152691,54
Share,Alabama,Other,0,54
Share Low,Alabama,Other,0,54
Share High,Alabama,Other,0,54
Share,Alabama,P.1,0,54
Share Low,Alabama,P.1,0,54
Share High,Alabama,P.1,0,54
Share,Alabama,P.2,0,54
Share Low,Alabama,P.2,0,54
Share High,Alabama,P.2,0,54
Share,Alaska,AY.1 (Delta),0,44
Share Low,Alaska,AY.1 (Delta),0,44
Share High,Alaska,AY.1 (Delta),0,44
Share,Alaska,AY.2 (Delta),0,44
Share Low,Alaska,AY.2 (Delta),0,44
Share High,Alaska,AY.2 (Delta),0,44
Share,Alaska,B.1.1.7 (Alpha),0,44
Share Low,Alaska,B.1.1.7 (Alpha),0,44
Share High,Alaska,B.1.1.7 (Alpha),0,44
Share,Alaska,B.1.1.529 (Omicron),0,44
Share Low,Alaska,B.1.1.529 (Omicron),0,44
Share High,Alaska,B.1.1.529 (Omicron),0,44
Share,Alaska,B.1.351,0,44
Share Low,Alaska,B.1.351,0,44
Share High,Alaska,B.1.351,0,44
Share,Alaska,B.1.427/429 (Epsilon),0,44
Share Low,Alaska,B.1.427/429 (Epsilon),0,44
Share High,Alaska,B.1.427/429 (Epsilon),0,44
Share,Alaska,B.1.525,0,44
Share Low,Alaska,B.1.525,0,44
Share High,Alaska,B.1.525,0,44
Share,Alaska,B.1.526 (Iota),0,44
Share Low,Alaska,B.1.526 (Iota),0,44
Share High,Alaska,B.1.526 (Iota),0,44
Share,Alaska,B.1.617.1,0,44
Share Low,Alaska,B.1.617.1,0,44
Share High,Alaska,B.1.617.1,0,44
Share,Alaska,B.1.617.2 (Delta),0,44
Share Low,Alaska,B.1.617.2 (Delta),0,44
Share High,Alaska,B.1.617.2 (Delta),0,44
Share,Alaska,B.1.617.3,0,44
Share Low,Alaska,B.1.617.3,0,44
Share High,Alaska,B.1.617.3,0,44
Share,Alaska,B.1.621 (Mu),0,44
Share Low,Alaska,B.1.621 (Mu),0,44
Share High,Alaska,B.1.621 (Mu),0,44
Share,Alaska,BA.2 (Omicron),0,44
Share Low,Alaska,BA.2 (Omicron),0,44
Share High,Alaska,BA.2 (Omicron),0,44
Share,Alaska,BA.2.12.1 (Omicron),0,44
Share Low,Alaska,BA.2.12.1 (Omicron),0,44
Share High,Alaska,BA.2.12.1 (Omicron),0,44
Share,Alaska,BA.2.75 (Omicron),0,44
Share Low,Alaska,BA.2.75 (Omicron),0,44
Share High,Alaska,BA.2.75 (Omicron),0,44
Share,Alaska,BA.2.75.2 (Omicron),0,44
Share Low,Alaska,BA.2.75.2 (Omicron),0,44
Share High,Alaska,BA.2.75.2 (Omicron),0,44
Share,Alaska,CH.1.1 (Omicron),0,44
Share Low,Alaska,CH.1.1 (Omicron),0,44
Share High,Alaska,CH.1.1 (Omicron),0,44
Share,Alaska,BN.1 (Omicron),0.018988129,44
Share Low,Alaska,BN.1 (Omicron),0.000256660,44
Share High,Alaska,BN.1 (Omicron),0.114182837,44
Share,Alaska,BA.4 (Omicron),0,44
Share Low,Alaska,BA.4 (Omicron),0,44
Share High,Alaska,BA.4 (Omicron),0,44
Share,Alaska,BA.4.6 (Omicron),0,44
Share Low,Alaska,BA.4.6 (Omicron),0,44
Share High,Alaska,BA.4.6 (Omicron),0,44
Share,Alaska,BA.5 (Omicron),0,44
Share Low,Alaska,BA.5 (Omicron),0,44
Share High,Alaska,BA.5 (Omicron),0,44
Share,Alaska,BA.5.2.6 (Omicron),0,44
Share Low,Alaska,BA.5.2.6 (Omicron),0,44
Share High,Alaska,BA.5.2.6 (Omicron),0,44
Share,Alaska,BF.7 (Omicron),0,44
Share Low,Alaska,BF.7 (Omicron),0,44
Share High,Alaska,BF.7 (Omicron),0,44
Share,Alaska,BF.11 (Omicron),0,44
Share Low,Alaska,BF.11 (Omicron),0,44
Share High,Alaska,BF.11 (Omicron),0,44
Share,Alaska,BQ.1 (Omicron),0.162675783,44
Share Low,Alaska,BQ.1 (Omicron),0.027475944,44
Share High,Alaska,BQ.1 (Omicron),0.437687933,44
Share,Alaska,BQ.1.1 (Omicron),0.520893753,44
Share Low,Alaska,BQ.1.1 (Omicron),0.300087124,44
Share High,Alaska,BQ.1.1 (Omicron),0.735865891,44
Share,Alaska,XBB (Omicron),0.020783255,44
Share Low,Alaska,XBB (Omicron),1.267149128e-05,44
Share High,Alaska,XBB (Omicron),0.187242970,44
Share,Alaska,XBB.1.5 (Omircon),0.276659042,44
Share Low,Alaska,XBB.1.5 (Omircon),0.124269232,44
Share High,Alaska,XBB.1.5 (Omircon),0.479694605,44
Share,Alaska,Other,0,44
Share Low,Alaska,Other,0,44
Share High,Alaska,Other,0,44
Share,Alaska,P.1,0,44
Share Low,Alaska,P.1,0,44
Share High,Alaska,P.1,0,44
Share,Alaska,P.2,0,44
Share Low,Alaska,P.2,0,44
Share High,Alaska,P.2,0,44
Share,American Samoa,AY.1 (Delta),0,0
Share Low,American Samoa,AY.1 (Delta),0,0
Share High,American Samoa,AY.1 (Delta),0,0
Share,American Samoa,AY.2 (Delta),0,0
Share Low,American Samoa,AY.2 (Delta),0,0
Share High,American Samoa,AY.2 (Delta),0,0
Share,American Samoa,B.1.1.7 (Alpha),0,0
Share Low,American Samoa,B.1.1.7 (Alpha),0,0
Share High,American Samoa,B.1.1.7 (Alpha),0,0
Share,American Samoa,B.1.1.529 (Omicron),0,0
Share Low,American Samoa,B.1.1.529 (Omicron),0,0
Share High,American Samoa,B.1.1.529 (Omicron),0,0
Share,American Samoa,B.1.351,0,0
Share Low,American Samoa,B.1.351,0,0
Share High,American Samoa,B.1.351,0,0
Share,American Samoa,B.1.427/429 (Epsilon),0,0
Share Low,American Samoa,B.1.427/429 (Epsilon),0,0
Share High,American Samoa,B.1.427/429 (Epsilon),0,0
Share,American Samoa,B.1.525,0,0
Share Low,American Samoa,B.1.525,0,0
Share High,American Samoa,B.1.525,0,0
Share,American Samoa,B.1.526 (Iota),0,0
Share Low,American Samoa,B.1.526 (Iota),0,0
Share High,American Samoa,B.1.526 (Iota),0,0
Share,American Samoa,B.1.617.1,0,0
Share Low,American Samoa,B.1.617.1,0,0
Share High,American Samoa,B.1.617.1,0,0
Share,American Samoa,B.1.617.2 (Delta),0,0
Share Low,American Samoa,B.1.617.2 (Delta),0,0
Share High,American Samoa,B.1.617.2 (Delta),0,0
Share,American Samoa,B.1.617.3,0,0
Share Low,American Samoa,B.1.617.3,0,0
Share High,American Samoa,B.1.617.3,0,0
Share,American Samoa,B.1.621 (Mu),0,0
Share Low,American Samoa,B.1.621 (Mu),0,0
Share High,American Samoa,B.1.621 (Mu),0,0
Share,American Samoa,BA.2 (Omicron),0,0
Share Low,American Samoa,BA.2 (Omicron),0,0
Share High,American Samoa,BA.2 (Omicron),0,0
Share,American Samoa,BA.2.12.1 (Omicron),0,0
Share Low,American Samoa,BA.2.12.1 (Omicron),0,0
Share High,American Samoa,BA.2.12.1 (Omicron),0,0
Share,American Samoa,BA.2.75 (Omicron),0,0
Share Low,American Samoa,BA.2.75 (Omicron),0,0
Share High,American Samoa,BA.2.75 (Omicron),0,0
Share,American Samoa,BA.2.75.2 (Omicron),0,0
Share Low,American Samoa,BA.2.75.2 (Omicron),0,0
Share High,American Samoa,BA.2.75.2 (Omicron),0,0
Share,American Samoa,CH.1.1 (Omicron),0,0
Share Low,American Samoa,CH.1.1 (Omicron),0,0
Share High,American Samoa,CH.1.1 (Omicron),0,0
Share,American Samoa,BN.1 (Omicron),0,0
Share Low,American Samoa,BN.1 (Omicron),0,0
Share High,American Samoa,BN.1 (Omicron),0,0
Share,American Samoa,BA.4 (Omicron),0,0
Share Low,American Samoa,BA.4 (Omicron),0,0
Share High,American Samoa,BA.4 (Omicron),0,0
Share,American Samoa,BA.4.6 (Omicron),0,0
Share Low,American Samoa,BA.4.6 (Omicron),0,0
Share High,American Samoa,BA.4.6 (Omicron),0,0
Share,American Samoa,BA.5 (Omicron),0,0
Share Low,American Samoa,BA.5 (Omicron),0,0
Share High,American Samoa,BA.5 (Omicron),0,0
Share,American Samoa,BA.5.2.6 (Omicron),0,0
Share Low,American Samoa,BA.5.2.6 (Omicron),0,0
Share High,American Samoa,BA.5.2.6 (Omicron),0,0
Share,American Samoa,BF.7 (Omicron),0,0
Share Low,American Samoa,BF.7 (Omicron),0,0
Share High,American Samoa,BF.7 (Omicron),0,0
Share,American Samoa,BF.11 (Omicron),0,0
Share Low,American Samoa,BF.11 (Omicron),0,0
Share High,American Samoa,BF.11 (Omicron),0,0
Share,American Samoa,BQ.1 (Omicron),0,0
Share Low,American Samoa,BQ.1 (Omicron),0,0
Share High,American Samoa,BQ.1 (Omicron),0,0
Share,American Samoa,BQ.1.1 (Omicron),0,0
Share Low,American Samoa,BQ.1.1 (Omicron),0,0
Share High,American Samoa,BQ.1.1 (Omicron),0,0
Share,American Samoa,XBB (Omicron),0,0
Share Low,American Samoa,XBB (Omicron),0,0
Share High,American Samoa,XBB (Omicron),0,0
Share,American Samoa,XBB.1.5 (Omircon),0,0
Share Low,American Samoa,XBB.1.5 (Omircon),0,0
Share High,American Samoa,XBB.1.5 (Omircon),0,0
Share,American Samoa,Other,0,0
Share Low,American Samoa,Other,0,0
Share High,American Samoa,Other,0,0
Share,American Samoa,P.1,0,0
Share Low,American Samoa,P.1,0,0
Share High,American Samoa,P.1,0,0
Share,American Samoa,P.2,0,0
Share Low,American Samoa,P.2,0,0
Share High,American Samoa,P.2,0,0
Share,Arizona,AY.1 (Delta),0,493
Share Low,Arizona,AY.1 (Delta),0,493
Share High,Arizona,AY.1 (Delta),0,493
Share,Arizona,AY.2 (Delta),0,493
Share Low,Arizona,AY.2 (Delta),0,493
Share High,Arizona,AY.2 (Delta),0,493
Share,Arizona,B.1.1.7 (Alpha),0,493
Share Low,Arizona,B.1.1.7 (Alpha),0,493
Share High,Arizona,B.1.1.7 (Alpha),0,493
Share,Arizona,B.1.1.529 (Omicron),0,493
Share Low,Arizona,B.1.1.529 (Omicron),0,493
Share High,Arizona,B.1.1.529 (Omicron),0,493
Share,Arizona,B.1.351,0,493
Share Low,Arizona,B.1.351,0,493
Share High,Arizona,B.1.351,0,493
Share,Arizona,B.1.427/429 (Epsilon),0,493
Share Low,Arizona,B.1.427/429 (Epsilon),0,493
Share High,Arizona,B.1.427/429 (Epsilon),0,493
Share,Arizona,B.1.525,0,493
Share Low,Arizona,B.1.525,0,493
Share High,Arizona,B.1.525,0,493
Share,Arizona,B.1.526 (Iota),0,493
Share Low,Arizona,B.1.526 (Iota),0,493
Share High,Arizona,B.1.526 (Iota),0,493
Share,Arizona,B.1.617.1,0,493
Share Low,Arizona,B.1.617.1,0,493
Share High,Arizona,B.1.617.1,0,493
Share,Arizona,B.1.617.2 (Delta),0,493
Share Low,Arizona,B.1.617.2 (Delta),0,493
Share High,Arizona,B.1.617.2 (Delta),0,493
Share,Arizona,B.1.617.3,0,493
Share Low,Arizona,B.1.617.3,0,493
Share High,Arizona,B.1.617.3,0,493
Share,Arizona,B.1.621 (Mu),0,493
Share Low,Arizona,B.1.621 (Mu),0,493
Share High,Arizona,B.1.621 (Mu),0,493
Share,Arizona,BA.2 (Omicron),0.004836904,493
Share Low,Arizona,BA.2 (Omicron),1.523955143e-05,493
Share High,Arizona,BA.2 (Omicron),0.038157657,493
Share,Arizona,BA.2.12.1 (Omicron),0,493
Share Low,Arizona,BA.2.12.1 (Omicron),0,493
Share High,Arizona,BA.2.12.1 (Omicron),0,493
Share,Arizona,BA.2.75 (Omicron),0.007936085,493
Share Low,Arizona,BA.2.75 (Omicron),0.001243472,493
Share High,Arizona,BA.2.75 (Omicron),0.025807912,493
Share,Arizona,BA.2.75.2 (Omicron),0.001675613,493
Share Low,Arizona,BA.2.75.2 (Omicron),8.399246326e-06,493
Share High,Arizona,BA.2.75.2 (Omicron),0.012481989,493
Share,Arizona,CH.1.1 (Omicron),0.007350506,493
Share Low,Arizona,CH.1.1 (Omicron),0.001836847,493
Share High,Arizona,CH.1.1 (Omicron),0.019541299,493
Share,Arizona,BN.1 (Omicron),0.013864825,493
Share Low,Arizona,BN.1 (Omicron),0.005517550,493
Share High,Arizona,BN.1 (Omicron),0.028588330,493
Share,Arizona,BA.4 (Omicron),0,493
Share Low,Arizona,BA.4 (Omicron),0,493
Share High,Arizona,BA.4 (Omicron),0,493
Share,Arizona,BA.4.6 (Omicron),0.003099181,493
Share Low,Arizona,BA.4.6 (Omicron),9.862454135e-06,493
Share High,Arizona,BA.4.6 (Omicron),0.024565531,493
Share,Arizona,BA.5 (Omicron),0.062664770,493
Share Low,Arizona,BA.5 (Omicron),0.034091644,493
Share High,Arizona,BA.5 (Omicron),0.104128651,493
Share,Arizona,BA.5.2.6 (Omicron),0.004710881,493
Share Low,Arizona,BA.5.2.6 (Omicron),0.000178434,493
Share High,Arizona,BA.5.2.6 (Omicron),0.023696948,493
Share,Arizona,BF.7 (Omicron),0.004774794,493
Share Low,Arizona,BF.7 (Omicron),0.000472814,493
Share High,Arizona,BF.7 (Omicron),0.018361015,493
Share,Arizona,BF.11 (Omicron),0.001549590,493
Share Low,Arizona,BF.11 (Omicron),4.975135653e-06,493
Share High,Arizona,BF.11 (Omicron),0.012334876,493
Share,Arizona,BQ.1 (Omicron),0.175890788,493
Share Low,Arizona,BQ.1 (Omicron),0.126558036,493
Share High,Arizona,BQ.1 (Omicron),0.234780207,493
Share,Arizona,BQ.1.1 (Omicron),0.228455544,493
Share Low,Arizona,BQ.1.1 (Omicron),0.178270862,493
Share High,Arizona,BQ.1.1 (Omicron),0.285104483,493
Share,Arizona,XBB (Omicron),0.073903576,493
Share Low,Arizona,XBB (Omicron),0.045297593,493
Share High,Arizona,XBB (Omicron),0.112605751,493
Share,Arizona,XBB.1.5 (Omircon),0.405097723,493
Share Low,Arizona,XBB.1.5 (Omircon),0.338371307,493
Share High,Arizona,XBB.1.5 (Omircon),0.474519610,493
Share,Arizona,Other,0.004189215,493
Share Low,Arizona,Other,0.000533635,493
Share High,Arizona,Other,0.014785201,493
Share,Arizona,P.1,0,493
Share Low,Arizona,P.1,0,493
Share High,Arizona,P.1,0,493
Share,Arizona,P.2,0,493
Share Low,Arizona,P.2,0,493
Share High,Arizona,P.2,0,493
Share,Arkansas,AY.1 (Delta),0,61
Share Low,Arkansas,AY.1 (Delta),0,61
Share High,Arkansas,AY.1 (Delta),0,61
Share,Arkansas,AY.2 (Delta),0,61
Share Low,Arkansas,AY.2 (Delta),0,61
Share High,Arkansas,AY.2 (Delta),0,61
Share,Arkansas,B.1.1.7 (Alpha),0,61
Share Low,Arkansas,B.1.1.7 (Alpha),0,61
Share High,Arkansas,B.1.1.7 (Alpha),0,61
Share,Arkansas,B.1.1.529 (Omicron),0,61
Share Low,Arkansas,B.1.1.529 (Omicron),0,61
Share High,Arkansas,B.1.1.529 (Omicron),0,61
Share,Arkansas,B.1.351,0,61
Share Low,Arkansas,B.1.351,0,61
Share High,Arkansas,B.1.351,0,61
Share,Arkansas,B.1.427/429 (Epsilon),0,61
Share Low,Arkansas,B.1.427/429 (Epsilon),0,61
Share High,Arkansas,B.1.427/429 (Epsilon),0,61
Share,Arkansas,B.1.525,0,61
Share Low,Arkansas,B.1.525,0,61
Share High,Arkansas,B.1.525,0,61
Share,Arkansas,B.1.526 (Iota),0,61
Share Low,Arkansas,B.1.526 (Iota),0,61
Share High,Arkansas,B.1.526 (Iota),0,61
Share,Arkansas,B.1.617.1,0,61
