Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,80
Share Low,Alabama,AY.1 (Delta),0,80
Share High,Alabama,AY.1 (Delta),0,80
Share,Alabama,AY.2 (Delta),0,80
Share Low,Alabama,AY.2 (Delta),0,80
Share High,Alabama,AY.2 (Delta),0,80
Share,Alabama,B.1.1.7 (Alpha),0,80
Share Low,Alabama,B.1.1.7 (Alpha),0,80
Share High,Alabama,B.1.1.7 (Alpha),0,80
Share,Alabama,B.1.1.529 (Omicron),0,80
Share Low,Alabama,B.1.1.529 (Omicron),0,80
Share High,Alabama,B.1.1.529 (Omicron),0,80
Share,Alabama,B.1.351,0,80
Share Low,Alabama,B.1.351,0,80
Share High,Alabama,B.1.351,0,80
Share,Alabama,B.1.427/429 (Epsilon),0,80
Share Low,Alabama,B.1.427/429 (Epsilon),0,80
Share High,Alabama,B.1.427/429 (Epsilon),0,80
Share,Alabama,B.1.525,0,80
Share Low,Alabama,B.1.525,0,80
Share High,Alabama,B.1.525,0,80
Share,Alabama,B.1.526 (Iota),0,80
Share Low,Alabama,B.1.526 (Iota),0,80
Share High,Alabama,B.1.526 (Iota),0,80
Share,Alabama,B.1.617.1,0,80
Share Low,Alabama,B.1.617.1,0,80
Share High,Alabama,B.1.617.1,0,80
Share,Alabama,B.1.617.2 (Delta),0,80
Share Low,Alabama,B.1.617.2 (Delta),0,80
Share High,Alabama,B.1.617.2 (Delta),0,80
Share,Alabama,B.1.617.3,0,80
Share Low,Alabama,B.1.617.3,0,80
Share High,Alabama,B.1.617.3,0,80
Share,Alabama,B.1.621 (Mu),0,80
Share Low,Alabama,B.1.621 (Mu),0,80
Share High,Alabama,B.1.621 (Mu),0,80
Share,Alabama,BA.2 (Omicron),0,80
Share Low,Alabama,BA.2 (Omicron),0,80
Share High,Alabama,BA.2 (Omicron),0,80
Share,Alabama,BA.2.12.1 (Omicron),0,80
Share Low,Alabama,BA.2.12.1 (Omicron),0,80
Share High,Alabama,BA.2.12.1 (Omicron),0,80
Share,Alabama,BA.2.75 (Omicron),0.013651039,80
Share Low,Alabama,BA.2.75 (Omicron),0.000450921,80
Share High,Alabama,BA.2.75 (Omicron),0.069588557,80
Share,Alabama,BA.2.75.2 (Omicron),0,80
Share Low,Alabama,BA.2.75.2 (Omicron),0,80
Share High,Alabama,BA.2.75.2 (Omicron),0,80
Share,Alabama,BA.4 (Omicron),0,80
Share Low,Alabama,BA.4 (Omicron),0,80
Share High,Alabama,BA.4 (Omicron),0,80
Share,Alabama,BA.4.6 (Omicron),0.078730956,80
Share Low,Alabama,BA.4.6 (Omicron),0.030329965,80
Share High,Alabama,BA.4.6 (Omicron),0.160905257,80
Share,Alabama,BA.5 (Omicron),0.402855098,80
Share Low,Alabama,BA.5 (Omicron),0.294633299,80
Share High,Alabama,BA.5 (Omicron),0.518490791,80
Share,Alabama,BA.5.2.6 (Omicron),0.013651039,80
Share Low,Alabama,BA.5.2.6 (Omicron),0.000450921,80
Share High,Alabama,BA.5.2.6 (Omicron),0.069588557,80
Share,Alabama,BF.7 (Omicron),0.072380394,80
Share Low,Alabama,BF.7 (Omicron),0.026423624,80
Share High,Alabama,BF.7 (Omicron),0.152753100,80
Share,Alabama,BF.11 (Omicron),0,80
Share Low,Alabama,BF.11 (Omicron),0,80
Share High,Alabama,BF.11 (Omicron),0,80
Share,Alabama,BN.1 (Omicron),0.027302079,80
Share Low,Alabama,BN.1 (Omicron),0.001153781,80
Share High,Alabama,BN.1 (Omicron),0.127957687,80
Share,Alabama,BQ.1 (Omicron),0.188889191,80
Share Low,Alabama,BQ.1 (Omicron),0.092324488,80
Share High,Alabama,BQ.1 (Omicron),0.324253142,80
Share,Alabama,BQ.1.1 (Omicron),0.188889191,80
Share Low,Alabama,BQ.1.1 (Omicron),0.053034902,80
Share High,Alabama,BQ.1.1 (Omicron),0.418948501,80
Share,Alabama,XBB (Omicron),0,80
Share Low,Alabama,XBB (Omicron),0,80
Share High,Alabama,XBB (Omicron),0,80
Share,Alabama,Other,0.013651039,80
Share Low,Alabama,Other,0.000450921,80
Share High,Alabama,Other,0.069588557,80
Share,Alabama,P.1,0,80
Share Low,Alabama,P.1,0,80
Share High,Alabama,P.1,0,80
Share,Alabama,P.2,0,80
Share Low,Alabama,P.2,0,80
Share High,Alabama,P.2,0,80
Share,Alaska,AY.1 (Delta),0,9
Share Low,Alaska,AY.1 (Delta),0,9
Share High,Alaska,AY.1 (Delta),0,9
Share,Alaska,AY.2 (Delta),0,9
Share Low,Alaska,AY.2 (Delta),0,9
Share High,Alaska,AY.2 (Delta),0,9
Share,Alaska,B.1.1.7 (Alpha),0,9
Share Low,Alaska,B.1.1.7 (Alpha),0,9
Share High,Alaska,B.1.1.7 (Alpha),0,9
Share,Alaska,B.1.1.529 (Omicron),0,9
Share Low,Alaska,B.1.1.529 (Omicron),0,9
Share High,Alaska,B.1.1.529 (Omicron),0,9
Share,Alaska,B.1.351,0,9
Share Low,Alaska,B.1.351,0,9
Share High,Alaska,B.1.351,0,9
Share,Alaska,B.1.427/429 (Epsilon),0,9
Share Low,Alaska,B.1.427/429 (Epsilon),0,9
Share High,Alaska,B.1.427/429 (Epsilon),0,9
Share,Alaska,B.1.525,0,9
Share Low,Alaska,B.1.525,0,9
Share High,Alaska,B.1.525,0,9
Share,Alaska,B.1.526 (Iota),0,9
Share Low,Alaska,B.1.526 (Iota),0,9
Share High,Alaska,B.1.526 (Iota),0,9
Share,Alaska,B.1.617.1,0,9
Share Low,Alaska,B.1.617.1,0,9
Share High,Alaska,B.1.617.1,0,9
Share,Alaska,B.1.617.2 (Delta),0,9
Share Low,Alaska,B.1.617.2 (Delta),0,9
Share High,Alaska,B.1.617.2 (Delta),0,9
Share,Alaska,B.1.617.3,0,9
Share Low,Alaska,B.1.617.3,0,9
Share High,Alaska,B.1.617.3,0,9
Share,Alaska,B.1.621 (Mu),0,9
Share Low,Alaska,B.1.621 (Mu),0,9
Share High,Alaska,B.1.621 (Mu),0,9
Share,Alaska,BA.2 (Omicron),0.111111112,9
Share Low,Alaska,BA.2 (Omicron),0,9
