Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,54
Share Low,Alabama,AY.1 (Delta),0,54
Share High,Alabama,AY.1 (Delta),0,54
Share,Alabama,AY.2 (Delta),0,54
Share Low,Alabama,AY.2 (Delta),0,54
Share High,Alabama,AY.2 (Delta),0,54
Share,Alabama,B.1.1.7 (Alpha),0,54
Share Low,Alabama,B.1.1.7 (Alpha),0,54
Share High,Alabama,B.1.1.7 (Alpha),0,54
Share,Alabama,B.1.1.529 (Omicron),0.589420497,54
Share Low,Alabama,B.1.1.529 (Omicron),0.433028072,54
Share High,Alabama,B.1.1.529 (Omicron),0.733620048,54
Share,Alabama,B.1.351,0,54
Share Low,Alabama,B.1.351,0,54
Share High,Alabama,B.1.351,0,54
Share,Alabama,B.1.427/429,0,54
Share Low,Alabama,B.1.427/429,0,54
Share High,Alabama,B.1.427/429,0,54
Share,Alabama,B.1.525,0,54
Share Low,Alabama,B.1.525,0,54
Share High,Alabama,B.1.525,0,54
Share,Alabama,B.1.526 (Iota),0,54
Share Low,Alabama,B.1.526 (Iota),0,54
Share High,Alabama,B.1.526 (Iota),0,54
Share,Alabama,B.1.617.1,0,54
Share Low,Alabama,B.1.617.1,0,54
Share High,Alabama,B.1.617.1,0,54
Share,Alabama,B.1.617.2 (Delta),0,54
Share Low,Alabama,B.1.617.2 (Delta),0,54
Share High,Alabama,B.1.617.2 (Delta),0,54
Share,Alabama,B.1.617.3,0,54
Share Low,Alabama,B.1.617.3,0,54
Share High,Alabama,B.1.617.3,0,54
Share,Alabama,B.1.621 (Mu),0,54
Share Low,Alabama,B.1.621 (Mu),0,54
Share High,Alabama,B.1.621 (Mu),0,54
Share,Alabama,BA.2 (Omicron),0.410579503,54
Share Low,Alabama,BA.2 (Omicron),0.266379982,54
Share High,Alabama,BA.2 (Omicron),0.566971958,54
Share,Alabama,BA.2.12.1 (Omicron),0,54
Share Low,Alabama,BA.2.12.1 (Omicron),0,54
Share High,Alabama,BA.2.12.1 (Omicron),0,54
Share,Alabama,Other,0,54
Share Low,Alabama,Other,0,54
Share High,Alabama,Other,0,54
Share,Alabama,P.1,0,54
Share Low,Alabama,P.1,0,54
Share High,Alabama,P.1,0,54
Share,Alabama,P.2,0,54
Share Low,Alabama,P.2,0,54
Share High,Alabama,P.2,0,54
Share,Alaska,AY.1 (Delta),0,306
Share Low,Alaska,AY.1 (Delta),0,306
Share High,Alaska,AY.1 (Delta),0,306
Share,Alaska,AY.2 (Delta),0,306
Share Low,Alaska,AY.2 (Delta),0,306
Share High,Alaska,AY.2 (Delta),0,306
Share,Alaska,B.1.1.7 (Alpha),0,306
Share Low,Alaska,B.1.1.7 (Alpha),0,306
Share High,Alaska,B.1.1.7 (Alpha),0,306
Share,Alaska,B.1.1.529 (Omicron),0.288464069,306
Share Low,Alaska,B.1.1.529 (Omicron),0.209034383,306
Share High,Alaska,B.1.1.529 (Omicron),0.378753126,306
Share,Alaska,B.1.351,0,306
Share Low,Alaska,B.1.351,0,306
Share High,Alaska,B.1.351,0,306
Share,Alaska,B.1.427/429,0,306
Share Low,Alaska,B.1.427/429,0,306
Share High,Alaska,B.1.427/429,0,306
Share,Alaska,B.1.525,0,306
Share Low,Alaska,B.1.525,0,306
Share High,Alaska,B.1.525,0,306
Share,Alaska,B.1.526 (Iota),0,306
Share Low,Alaska,B.1.526 (Iota),0,306
Share High,Alaska,B.1.526 (Iota),0,306
Share,Alaska,B.1.617.1,0,306
Share Low,Alaska,B.1.617.1,0,306
Share High,Alaska,B.1.617.1,0,306
Share,Alaska,B.1.617.2 (Delta),0,306
Share Low,Alaska,B.1.617.2 (Delta),0,306
Share High,Alaska,B.1.617.2 (Delta),0,306
Share,Alaska,B.1.617.3,0,306
Share Low,Alaska,B.1.617.3,0,306
Share High,Alaska,B.1.617.3,0,306
Share,Alaska,B.1.621 (Mu),0,306
Share Low,Alaska,B.1.621 (Mu),0,306
Share High,Alaska,B.1.621 (Mu),0,306
Share,Alaska,BA.2 (Omicron),0.711535931,306
Share Low,Alaska,BA.2 (Omicron),0.621246874,306
Share High,Alaska,BA.2 (Omicron),0.790965617,306
Share,Alaska,BA.2.12.1 (Omicron),0,306
Share Low,Alaska,BA.2.12.1 (Omicron),0,306
Share High,Alaska,BA.2.12.1 (Omicron),0,306
Share,Alaska,Other,0,306
Share Low,Alaska,Other,0,306
Share High,Alaska,Other,0,306
Share,Alaska,P.1,0,306
Share Low,Alaska,P.1,0,306
Share High,Alaska,P.1,0,306
Share,Alaska,P.2,0,306
Share Low,Alaska,P.2,0,306
Share High,Alaska,P.2,0,306
Share,American Samoa,AY.1 (Delta),0,0
Share Low,American Samoa,AY.1 (Delta),0,0
Share High,American Samoa,AY.1 (Delta),0,0
Share,American Samoa,AY.2 (Delta),0,0
Share Low,American Samoa,AY.2 (Delta),0,0
Share High,American Samoa,AY.2 (Delta),0,0
Share,American Samoa,B.1.1.7 (Alpha),0,0
Share Low,American Samoa,B.1.1.7 (Alpha),0,0
Share High,American Samoa,B.1.1.7 (Alpha),0,0
Share,American Samoa,B.1.1.529 (Omicron),0,0
Share Low,American Samoa,B.1.1.529 (Omicron),0,0
Share High,American Samoa,B.1.1.529 (Omicron),0,0
Share,American Samoa,B.1.351,0,0
Share Low,American Samoa,B.1.351,0,0
Share High,American Samoa,B.1.351,0,0
Share,American Samoa,B.1.427/429,0,0
Share Low,American Samoa,B.1.427/429,0,0
Share High,American Samoa,B.1.427/429,0,0
Share,American Samoa,B.1.525,0,0
Share Low,American Samoa,B.1.525,0,0
Share High,American Samoa,B.1.525,0,0
Share,American Samoa,B.1.526 (Iota),0,0
Share Low,American Samoa,B.1.526 (Iota),0,0
Share High,American Samoa,B.1.526 (Iota),0,0
Share,American Samoa,B.1.617.1,0,0
Share Low,American Samoa,B.1.617.1,0,0
Share High,American Samoa,B.1.617.1,0,0
Share,American Samoa,B.1.617.2 (Delta),0,0
Share Low,American Samoa,B.1.617.2 (Delta),0,0
Share High,American Samoa,B.1.617.2 (Delta),0,0
Share,American Samoa,B.1.617.3,0,0
Share Low,American Samoa,B.1.617.3,0,0
Share High,American Samoa,B.1.617.3,0,0
Share,American Samoa,B.1.621 (Mu),0,0
Share Low,American Samoa,B.1.621 (Mu),0,0
Share High,American Samoa,B.1.621 (Mu),0,0
Share,American Samoa,BA.2 (Omicron),0,0
Share Low,American Samoa,BA.2 (Omicron),0,0
Share High,American Samoa,BA.2 (Omicron),0,0
Share,American Samoa,BA.2.12.1 (Omicron),0,0
Share Low,American Samoa,BA.2.12.1 (Omicron),0,0
Share High,American Samoa,BA.2.12.1 (Omicron),0,0
Share,American Samoa,Other,0,0
Share Low,American Samoa,Other,0,0
Share High,American Samoa,Other,0,0
Share,American Samoa,P.1,0,0
Share Low,American Samoa,P.1,0,0
Share High,American Samoa,P.1,0,0
Share,American Samoa,P.2,0,0
Share Low,American Samoa,P.2,0,0
Share High,American Samoa,P.2,0,0
Share,Arizona,AY.1 (Delta),0,851
Share Low,Arizona,AY.1 (Delta),0,851
Share High,Arizona,AY.1 (Delta),0,851
Share,Arizona,AY.2 (Delta),0,851
Share Low,Arizona,AY.2 (Delta),0,851
Share High,Arizona,AY.2 (Delta),0,851
Share,Arizona,B.1.1.7 (Alpha),0,851
Share Low,Arizona,B.1.1.7 (Alpha),0,851
Share High,Arizona,B.1.1.7 (Alpha),0,851
Share,Arizona,B.1.1.529 (Omicron),0.555534959,851
Share Low,Arizona,B.1.1.529 (Omicron),0.503645241,851
Share High,Arizona,B.1.1.529 (Omicron),0.606541395,851
Share,Arizona,B.1.351,0,851
Share Low,Arizona,B.1.351,0,851
Share High,Arizona,B.1.351,0,851
Share,Arizona,B.1.427/429,0,851
Share Low,Arizona,B.1.427/429,0,851
Share High,Arizona,B.1.427/429,0,851
Share,Arizona,B.1.525,0,851
Share Low,Arizona,B.1.525,0,851
Share High,Arizona,B.1.525,0,851
Share,Arizona,B.1.526 (Iota),0,851
Share Low,Arizona,B.1.526 (Iota),0,851
Share High,Arizona,B.1.526 (Iota),0,851
Share,Arizona,B.1.617.1,0,851
Share Low,Arizona,B.1.617.1,0,851
Share High,Arizona,B.1.617.1,0,851
Share,Arizona,B.1.617.2 (Delta),0.001118356,851
Share Low,Arizona,B.1.617.2 (Delta),1.216832698e-05,851
Share High,Arizona,B.1.617.2 (Delta),0.007339502,851
Share,Arizona,B.1.617.3,0,851
Share Low,Arizona,B.1.617.3,0,851
Share High,Arizona,B.1.617.3,0,851
Share,Arizona,B.1.621 (Mu),0,851
Share Low,Arizona,B.1.621 (Mu),0,851
Share High,Arizona,B.1.621 (Mu),0,851
Share,Arizona,BA.2 (Omicron),0.427608252,851
Share Low,Arizona,BA.2 (Omicron),0.377450079,851
Share High,Arizona,BA.2 (Omicron),0.478895426,851
Share,Arizona,BA.2.12.1 (Omicron),0.010143241,851
Share Low,Arizona,BA.2.12.1 (Omicron),0.001605023,851
Share High,Arizona,BA.2.12.1 (Omicron),0.032782778,851
Share,Arizona,Other,0.005595207,851
Share Low,Arizona,Other,0.000501720,851
Share High,Arizona,Other,0.022186687,851
Share,Arizona,P.1,0,851
Share Low,Arizona,P.1,0,851
Share High,Arizona,P.1,0,851
Share,Arizona,P.2,0,851
Share Low,Arizona,P.2,0,851
Share High,Arizona,P.2,0,851
Share,Arkansas,AY.1 (Delta),0,39
Share Low,Arkansas,AY.1 (Delta),0,39
Share High,Arkansas,AY.1 (Delta),0,39
Share,Arkansas,AY.2 (Delta),0,39
Share Low,Arkansas,AY.2 (Delta),0,39
Share High,Arkansas,AY.2 (Delta),0,39
Share,Arkansas,B.1.1.7 (Alpha),0,39
Share Low,Arkansas,B.1.1.7 (Alpha),0,39
Share High,Arkansas,B.1.1.7 (Alpha),0,39
Share,Arkansas,B.1.1.529 (Omicron),0.615638733,39
Share Low,Arkansas,B.1.1.529 (Omicron),0.411206990,39
Share High,Arkansas,B.1.1.529 (Omicron),0.793967843,39
Share,Arkansas,B.1.351,0,39
Share Low,Arkansas,B.1.351,0,39
Share High,Arkansas,B.1.351,0,39
Share,Arkansas,B.1.427/429,0,39
Share Low,Arkansas,B.1.427/429,0,39
Share High,Arkansas,B.1.427/429,0,39
Share,Arkansas,B.1.525,0,39
Share Low,Arkansas,B.1.525,0,39
Share High,Arkansas,B.1.525,0,39
Share,Arkansas,B.1.526 (Iota),0,39
Share Low,Arkansas,B.1.526 (Iota),0,39
Share High,Arkansas,B.1.526 (Iota),0,39
Share,Arkansas,B.1.617.1,0,39
Share Low,Arkansas,B.1.617.1,0,39
Share High,Arkansas,B.1.617.1,0,39
Share,Arkansas,B.1.617.2 (Delta),0,39
Share Low,Arkansas,B.1.617.2 (Delta),0,39
Share High,Arkansas,B.1.617.2 (Delta),0,39
Share,Arkansas,B.1.617.3,0,39
Share Low,Arkansas,B.1.617.3,0,39
Share High,Arkansas,B.1.617.3,0,39
Share,Arkansas,B.1.621 (Mu),0,39
Share Low,Arkansas,B.1.621 (Mu),0,39
Share High,Arkansas,B.1.621 (Mu),0,39
Share,Arkansas,BA.2 (Omicron),0.384361267,39
Share Low,Arkansas,BA.2 (Omicron),0.206032187,39
Share High,Arkansas,BA.2 (Omicron),0.588792980,39
Share,Arkansas,BA.2.12.1 (Omicron),0,39
Share Low,Arkansas,BA.2.12.1 (Omicron),0,39
Share High,Arkansas,BA.2.12.1 (Omicron),0,39
Share,Arkansas,Other,0,39
Share Low,Arkansas,Other,0,39
Share High,Arkansas,Other,0,39
Share,Arkansas,P.1,0,39
Share Low,Arkansas,P.1,0,39
Share High,Arkansas,P.1,0,39
Share,Arkansas,P.2,0,39
Share Low,Arkansas,P.2,0,39
Share High,Arkansas,P.2,0,39
Share,California,AY.1 (Delta),0,"5,686"
Share Low,California,AY.1 (Delta),0,"5,686"
Share High,California,AY.1 (Delta),0,"5,686"
Share,California,AY.2 (Delta),0,"5,686"
Share Low,California,AY.2 (Delta),0,"5,686"
Share High,California,AY.2 (Delta),0,"5,686"
Share,California,B.1.1.7 (Alpha),0,"5,686"
Share Low,California,B.1.1.7 (Alpha),0,"5,686"
Share High,California,B.1.1.7 (Alpha),0,"5,686"
Share,California,B.1.1.529 (Omicron),0.466101110,"5,686"
Share Low,California,B.1.1.529 (Omicron),0.429374397,"5,686"
Share High,California,B.1.1.529 (Omicron),0.503103614,"5,686"
Share,California,B.1.351,0,"5,686"
Share Low,California,B.1.351,0,"5,686"
Share High,California,B.1.351,0,"5,686"
Share,California,B.1.427/429,0,"5,686"
Share Low,California,B.1.427/429,0,"5,686"
Share High,California,B.1.427/429,0,"5,686"
Share,California,B.1.525,0,"5,686"
Share Low,California,B.1.525,0,"5,686"
Share High,California,B.1.525,0,"5,686"
Share,California,B.1.526 (Iota),0,"5,686"
Share Low,California,B.1.526 (Iota),0,"5,686"
Share High,California,B.1.526 (Iota),0,"5,686"
Share,California,B.1.617.1,0,"5,686"
Share Low,California,B.1.617.1,0,"5,686"
Share High,California,B.1.617.1,0,"5,686"
Share,California,B.1.617.2 (Delta),0.000183458,"5,686"
Share Low,California,B.1.617.2 (Delta),5.291885373e-06,"5,686"
Share High,California,B.1.617.2 (Delta),0.000992614,"5,686"
Share,California,B.1.617.3,0,"5,686"
Share Low,California,B.1.617.3,0,"5,686"
Share High,California,B.1.617.3,0,"5,686"
Share,California,B.1.621 (Mu),0,"5,686"
Share Low,California,B.1.621 (Mu),0,"5,686"
Share High,California,B.1.621 (Mu),0,"5,686"
Share,California,BA.2 (Omicron),0.526146710,"5,686"
Share Low,California,BA.2 (Omicron),0.491537958,"5,686"
Share High,California,BA.2 (Omicron),0.560569227,"5,686"
Share,California,BA.2.12.1 (Omicron),0.006396176,"5,686"
Share Low,California,BA.2.12.1 (Omicron),0.003850531,"5,686"
Share High,California,BA.2.12.1 (Omicron),0.009979629,"5,686"
Share,California,Other,0.001172555,"5,686"
Share Low,California,Other,0.000315876,"5,686"
Share High,California,Other,0.003017107,"5,686"
Share,California,P.1,0,"5,686"
Share Low,California,P.1,0,"5,686"
Share High,California,P.1,0,"5,686"
Share,California,P.2,0,"5,686"
Share Low,California,P.2,0,"5,686"
Share High,California,P.2,0,"5,686"
Share,Colorado,AY.1 (Delta),0,"1,936"
Share Low,Colorado,AY.1 (Delta),0,"1,936"
Share High,Colorado,AY.1 (Delta),0,"1,936"
Share,Colorado,AY.2 (Delta),0,"1,936"
Share Low,Colorado,AY.2 (Delta),0,"1,936"
Share High,Colorado,AY.2 (Delta),0,"1,936"
Share,Colorado,B.1.1.7 (Alpha),0,"1,936"
Share Low,Colorado,B.1.1.7 (Alpha),0,"1,936"
Share High,Colorado,B.1.1.7 (Alpha),0,"1,936"
Share,Colorado,B.1.1.529 (Omicron),0.550129592,"1,936"
Share Low,Colorado,B.1.1.529 (Omicron),0.504643321,"1,936"
Share High,Colorado,B.1.1.529 (Omicron),0.595001459,"1,936"
Share,Colorado,B.1.351,0,"1,936"
Share Low,Colorado,B.1.351,0,"1,936"
Share High,Colorado,B.1.351,0,"1,936"
Share,Colorado,B.1.427/429,0,"1,936"
Share Low,Colorado,B.1.427/429,0,"1,936"
Share High,Colorado,B.1.427/429,0,"1,936"
Share,Colorado,B.1.525,0,"1,936"
Share Low,Colorado,B.1.525,0,"1,936"
Share High,Colorado,B.1.525,0,"1,936"
Share,Colorado,B.1.526 (Iota),0,"1,936"
Share Low,Colorado,B.1.526 (Iota),0,"1,936"
Share High,Colorado,B.1.526 (Iota),0,"1,936"
Share,Colorado,B.1.617.1,0,"1,936"
Share Low,Colorado,B.1.617.1,0,"1,936"
Share High,Colorado,B.1.617.1,0,"1,936"
Share,Colorado,B.1.617.2 (Delta),0.000456098,"1,936"
Share Low,Colorado,B.1.617.2 (Delta),9.162508974e-08,"1,936"
Share High,Colorado,B.1.617.2 (Delta),0.005056881,"1,936"
Share,Colorado,B.1.617.3,0,"1,936"
Share Low,Colorado,B.1.617.3,0,"1,936"
Share High,Colorado,B.1.617.3,0,"1,936"
Share,Colorado,B.1.621 (Mu),0,"1,936"
Share Low,Colorado,B.1.621 (Mu),0,"1,936"
Share High,Colorado,B.1.621 (Mu),0,"1,936"
Share,Colorado,BA.2 (Omicron),0.426995188,"1,936"
Share Low,Colorado,BA.2 (Omicron),0.386771142,"1,936"
Share High,Colorado,BA.2 (Omicron),0.467950583,"1,936"
Share,Colorado,BA.2.12.1 (Omicron),0.022419117,"1,936"
Share Low,Colorado,BA.2.12.1 (Omicron),0.016297555,"1,936"
Share High,Colorado,BA.2.12.1 (Omicron),0.030039879,"1,936"
Share,Colorado,Other,0,"1,936"
Share Low,Colorado,Other,0,"1,936"
Share High,Colorado,Other,0,"1,936"
Share,Colorado,P.1,0,"1,936"
Share Low,Colorado,P.1,0,"1,936"
Share High,Colorado,P.1,0,"1,936"
Share,Colorado,P.2,0,"1,936"
Share Low,Colorado,P.2,0,"1,936"
Share High,Colorado,P.2,0,"1,936"
Share,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,246
Share Low,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,246
Share High,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,246
Share,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,246
Share Low,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,246
Share High,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0.085870720,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.351,0,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.351,0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.351,0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.427/429,0,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.427/429,0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.427/429,0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.525,0,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.525,0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.525,0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,246
Share,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,246
Share Low,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,246
Share High,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,246
Share,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0.914129257,246
Share Low,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0,246
