Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,87
Share Low,Alabama,AY.1 (Delta),0,87
Share High,Alabama,AY.1 (Delta),0,87
Share,Alabama,AY.2 (Delta),0,87
Share Low,Alabama,AY.2 (Delta),0,87
Share High,Alabama,AY.2 (Delta),0,87
Share,Alabama,B.1.1.7 (Alpha),0,87
Share Low,Alabama,B.1.1.7 (Alpha),0,87
Share High,Alabama,B.1.1.7 (Alpha),0,87
Share,Alabama,B.1.1.529 (Omicron),0,87
Share Low,Alabama,B.1.1.529 (Omicron),0,87
Share High,Alabama,B.1.1.529 (Omicron),0,87
Share,Alabama,B.1.351,0,87
Share Low,Alabama,B.1.351,0,87
Share High,Alabama,B.1.351,0,87
Share,Alabama,B.1.427/429 (Epsilon),0,87
Share Low,Alabama,B.1.427/429 (Epsilon),0,87
Share High,Alabama,B.1.427/429 (Epsilon),0,87
Share,Alabama,B.1.525,0,87
Share Low,Alabama,B.1.525,0,87
Share High,Alabama,B.1.525,0,87
Share,Alabama,B.1.526 (Iota),0,87
Share Low,Alabama,B.1.526 (Iota),0,87
Share High,Alabama,B.1.526 (Iota),0,87
Share,Alabama,B.1.617.1,0,87
Share Low,Alabama,B.1.617.1,0,87
Share High,Alabama,B.1.617.1,0,87
Share,Alabama,B.1.617.2 (Delta),0,87
Share Low,Alabama,B.1.617.2 (Delta),0,87
Share High,Alabama,B.1.617.2 (Delta),0,87
Share,Alabama,B.1.617.3,0,87
Share Low,Alabama,B.1.617.3,0,87
Share High,Alabama,B.1.617.3,0,87
Share,Alabama,B.1.621 (Mu),0,87
Share Low,Alabama,B.1.621 (Mu),0,87
Share High,Alabama,B.1.621 (Mu),0,87
Share,Alabama,BA.2 (Omicron),0,87
Share Low,Alabama,BA.2 (Omicron),0,87
Share High,Alabama,BA.2 (Omicron),0,87
Share,Alabama,BA.2.12.1 (Omicron),0,87
Share Low,Alabama,BA.2.12.1 (Omicron),0,87
Share High,Alabama,BA.2.12.1 (Omicron),0,87
Share,Alabama,BA.2.75 (Omicron),0.037486885,87
Share Low,Alabama,BA.2.75 (Omicron),0.008516286,87
Share High,Alabama,BA.2.75 (Omicron),0.101748668,87
Share,Alabama,BA.2.75.2 (Omicron),0.012495629,87
Share Low,Alabama,BA.2.75.2 (Omicron),0.000407345,87
Share High,Alabama,BA.2.75.2 (Omicron),0.064044312,87
Share,Alabama,BA.4 (Omicron),0,87
Share Low,Alabama,BA.4 (Omicron),0,87
Share High,Alabama,BA.4 (Omicron),0,87
Share,Alabama,BA.4.6 (Omicron),0.071969643,87
Share Low,Alabama,BA.4.6 (Omicron),0.027581370,87
Share High,Alabama,BA.4.6 (Omicron),0.147957012,87
Share,Alabama,BA.5 (Omicron),0.542232633,87
Share Low,Alabama,BA.5 (Omicron),0.431942940,87
Share High,Alabama,BA.5 (Omicron),0.649565101,87
Share,Alabama,BA.5.2.6 (Omicron),0.024991257,87
Share Low,Alabama,BA.5.2.6 (Omicron),0.003451372,87
Share High,Alabama,BA.5.2.6 (Omicron),0.083604820,87
Share,Alabama,BF.7 (Omicron),0.090952650,87
Share Low,Alabama,BF.7 (Omicron),0.039867807,87
Share High,Alabama,BF.7 (Omicron),0.171925649,87
Share,Alabama,BF.11 (Omicron),0.012495629,87
Share Low,Alabama,BF.11 (Omicron),0.000407345,87
Share High,Alabama,BF.11 (Omicron),0.064044312,87
Share,Alabama,BN.1 (Omicron),0.012495629,87
Share Low,Alabama,BN.1 (Omicron),0.000407345,87
Share High,Alabama,BN.1 (Omicron),0.064044312,87
Share,Alabama,BQ.1 (Omicron),0.084944397,87
Share Low,Alabama,BQ.1 (Omicron),0.030121708,87
Share High,Alabama,BQ.1 (Omicron),0.180905044,87
Share,Alabama,BQ.1.1 (Omicron),0.109935649,87
Share Low,Alabama,BQ.1.1 (Omicron),0.030657401,87
Share High,Alabama,BQ.1.1 (Omicron),0.258535653,87
Share,Alabama,Other,0,87
Share Low,Alabama,Other,0,87
Share High,Alabama,Other,0,87
Share,Alabama,P.1,0,87
Share Low,Alabama,P.1,0,87
Share High,Alabama,P.1,0,87
Share,Alabama,P.2,0,87
Share Low,Alabama,P.2,0,87
Share High,Alabama,P.2,0,87
Share,Alabama,XBB (Omicron),0,87
Share Low,Alabama,XBB (Omicron),0,87
Share High,Alabama,XBB (Omicron),0,87
Share,Alaska,AY.1 (Delta),0,6
Share Low,Alaska,AY.1 (Delta),0,6
Share High,Alaska,AY.1 (Delta),0,6
Share,Alaska,AY.2 (Delta),0,6
Share Low,Alaska,AY.2 (Delta),0,6
Share High,Alaska,AY.2 (Delta),0,6
Share,Alaska,B.1.1.7 (Alpha),0,6
Share Low,Alaska,B.1.1.7 (Alpha),0,6
Share High,Alaska,B.1.1.7 (Alpha),0,6
Share,Alaska,B.1.1.529 (Omicron),0,6
Share Low,Alaska,B.1.1.529 (Omicron),0,6
Share High,Alaska,B.1.1.529 (Omicron),0,6
Share,Alaska,B.1.351,0,6
Share Low,Alaska,B.1.351,0,6
Share High,Alaska,B.1.351,0,6
Share,Alaska,B.1.427/429 (Epsilon),0,6
Share Low,Alaska,B.1.427/429 (Epsilon),0,6
Share High,Alaska,B.1.427/429 (Epsilon),0,6
Share,Alaska,B.1.525,0,6
Share Low,Alaska,B.1.525,0,6
Share High,Alaska,B.1.525,0,6
Share,Alaska,B.1.526 (Iota),0,6
Share Low,Alaska,B.1.526 (Iota),0,6
Share High,Alaska,B.1.526 (Iota),0,6
Share,Alaska,B.1.617.1,0,6
Share Low,Alaska,B.1.617.1,0,6
Share High,Alaska,B.1.617.1,0,6
Share,Alaska,B.1.617.2 (Delta),0,6
Share Low,Alaska,B.1.617.2 (Delta),0,6
Share High,Alaska,B.1.617.2 (Delta),0,6
Share,Alaska,B.1.617.3,0,6
Share Low,Alaska,B.1.617.3,0,6
Share High,Alaska,B.1.617.3,0,6
Share,Alaska,B.1.621 (Mu),0,6
Share Low,Alaska,B.1.621 (Mu),0,6
Share High,Alaska,B.1.621 (Mu),0,6
Share,Alaska,BA.2 (Omicron),0,6
Share Low,Alaska,BA.2 (Omicron),0,6
Share High,Alaska,BA.2 (Omicron),0,6
Share,Alaska,BA.2.12.1 (Omicron),0,6
Share Low,Alaska,BA.2.12.1 (Omicron),0,6
Share High,Alaska,BA.2.12.1 (Omicron),0,6
Share,Alaska,BA.2.75 (Omicron),0,6
Share Low,Alaska,BA.2.75 (Omicron),0,6
Share High,Alaska,BA.2.75 (Omicron),0,6
Share,Alaska,BA.2.75.2 (Omicron),0,6
Share Low,Alaska,BA.2.75.2 (Omicron),0,6
Share High,Alaska,BA.2.75.2 (Omicron),0,6
Share,Alaska,BA.4 (Omicron),0,6
Share Low,Alaska,BA.4 (Omicron),0,6
Share High,Alaska,BA.4 (Omicron),0,6
Share,Alaska,BA.4.6 (Omicron),0,6
Share Low,Alaska,BA.4.6 (Omicron),0,6
Share High,Alaska,BA.4.6 (Omicron),0,6
Share,Alaska,BA.5 (Omicron),0.833333313,6
Share Low,Alaska,BA.5 (Omicron),0.004872149,6
Share High,Alaska,BA.5 (Omicron),1,6
Share,Alaska,BA.5.2.6 (Omicron),0,6
Share Low,Alaska,BA.5.2.6 (Omicron),0,6
Share High,Alaska,BA.5.2.6 (Omicron),0,6
Share,Alaska,BF.7 (Omicron),0,6
Share Low,Alaska,BF.7 (Omicron),0,6
Share High,Alaska,BF.7 (Omicron),0,6
Share,Alaska,BF.11 (Omicron),0,6
Share Low,Alaska,BF.11 (Omicron),0,6
Share High,Alaska,BF.11 (Omicron),0,6
Share,Alaska,BN.1 (Omicron),0,6
Share Low,Alaska,BN.1 (Omicron),0,6
Share High,Alaska,BN.1 (Omicron),0,6
Share,Alaska,BQ.1 (Omicron),0,6
Share Low,Alaska,BQ.1 (Omicron),0,6
Share High,Alaska,BQ.1 (Omicron),0,6
Share,Alaska,BQ.1.1 (Omicron),0.166666672,6
Share Low,Alaska,BQ.1.1 (Omicron),2.739814235e-12,6
Share High,Alaska,BQ.1.1 (Omicron),0.995127857,6
Share,Alaska,Other,0,6
Share Low,Alaska,Other,0,6
Share High,Alaska,Other,0,6
Share,Alaska,P.1,0,6
Share Low,Alaska,P.1,0,6
Share High,Alaska,P.1,0,6
Share,Alaska,P.2,0,6
Share Low,Alaska,P.2,0,6
Share High,Alaska,P.2,0,6
Share,Alaska,XBB (Omicron),0,6
Share Low,Alaska,XBB (Omicron),0,6
Share High,Alaska,XBB (Omicron),0,6
Share,American Samoa,AY.1 (Delta),0,0
Share Low,American Samoa,AY.1 (Delta),0,0
Share High,American Samoa,AY.1 (Delta),0,0
Share,American Samoa,AY.2 (Delta),0,0
Share Low,American Samoa,AY.2 (Delta),0,0
Share High,American Samoa,AY.2 (Delta),0,0
Share,American Samoa,B.1.1.7 (Alpha),0,0
Share Low,American Samoa,B.1.1.7 (Alpha),0,0
Share High,American Samoa,B.1.1.7 (Alpha),0,0
Share,American Samoa,B.1.1.529 (Omicron),0,0
Share Low,American Samoa,B.1.1.529 (Omicron),0,0
Share High,American Samoa,B.1.1.529 (Omicron),0,0
Share,American Samoa,B.1.351,0,0
Share Low,American Samoa,B.1.351,0,0
Share High,American Samoa,B.1.351,0,0
Share,American Samoa,B.1.427/429 (Epsilon),0,0
Share Low,American Samoa,B.1.427/429 (Epsilon),0,0
Share High,American Samoa,B.1.427/429 (Epsilon),0,0
Share,American Samoa,B.1.525,0,0
Share Low,American Samoa,B.1.525,0,0
Share High,American Samoa,B.1.525,0,0
Share,American Samoa,B.1.526 (Iota),0,0
Share Low,American Samoa,B.1.526 (Iota),0,0
Share High,American Samoa,B.1.526 (Iota),0,0
Share,American Samoa,B.1.617.1,0,0
Share Low,American Samoa,B.1.617.1,0,0
Share High,American Samoa,B.1.617.1,0,0
Share,American Samoa,B.1.617.2 (Delta),0,0
Share Low,American Samoa,B.1.617.2 (Delta),0,0
Share High,American Samoa,B.1.617.2 (Delta),0,0
Share,American Samoa,B.1.617.3,0,0
Share Low,American Samoa,B.1.617.3,0,0
Share High,American Samoa,B.1.617.3,0,0
Share,American Samoa,B.1.621 (Mu),0,0
Share Low,American Samoa,B.1.621 (Mu),0,0
Share High,American Samoa,B.1.621 (Mu),0,0
Share,American Samoa,BA.2 (Omicron),0,0
Share Low,American Samoa,BA.2 (Omicron),0,0
Share High,American Samoa,BA.2 (Omicron),0,0
Share,American Samoa,BA.2.12.1 (Omicron),0,0
Share Low,American Samoa,BA.2.12.1 (Omicron),0,0
Share High,American Samoa,BA.2.12.1 (Omicron),0,0
Share,American Samoa,BA.2.75 (Omicron),0,0
Share Low,American Samoa,BA.2.75 (Omicron),0,0
Share High,American Samoa,BA.2.75 (Omicron),0,0
Share,American Samoa,BA.2.75.2 (Omicron),0,0
Share Low,American Samoa,BA.2.75.2 (Omicron),0,0
Share High,American Samoa,BA.2.75.2 (Omicron),0,0
Share,American Samoa,BA.4 (Omicron),0,0
Share Low,American Samoa,BA.4 (Omicron),0,0
Share High,American Samoa,BA.4 (Omicron),0,0
Share,American Samoa,BA.4.6 (Omicron),0,0
Share Low,American Samoa,BA.4.6 (Omicron),0,0
Share High,American Samoa,BA.4.6 (Omicron),0,0
Share,American Samoa,BA.5 (Omicron),0,0
Share Low,American Samoa,BA.5 (Omicron),0,0
Share High,American Samoa,BA.5 (Omicron),0,0
Share,American Samoa,BA.5.2.6 (Omicron),0,0
Share Low,American Samoa,BA.5.2.6 (Omicron),0,0
Share High,American Samoa,BA.5.2.6 (Omicron),0,0
Share,American Samoa,BF.7 (Omicron),0,0
Share Low,American Samoa,BF.7 (Omicron),0,0
Share High,American Samoa,BF.7 (Omicron),0,0
Share,American Samoa,BF.11 (Omicron),0,0
Share Low,American Samoa,BF.11 (Omicron),0,0
Share High,American Samoa,BF.11 (Omicron),0,0
Share,American Samoa,BN.1 (Omicron),0,0
Share Low,American Samoa,BN.1 (Omicron),0,0
Share High,American Samoa,BN.1 (Omicron),0,0
Share,American Samoa,BQ.1 (Omicron),0,0
Share Low,American Samoa,BQ.1 (Omicron),0,0
Share High,American Samoa,BQ.1 (Omicron),0,0
Share,American Samoa,BQ.1.1 (Omicron),0,0
Share Low,American Samoa,BQ.1.1 (Omicron),0,0
Share High,American Samoa,BQ.1.1 (Omicron),0,0
Share,American Samoa,Other,0,0
Share Low,American Samoa,Other,0,0
Share High,American Samoa,Other,0,0
Share,American Samoa,P.1,0,0
Share Low,American Samoa,P.1,0,0
