Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,584
Share Low,Alabama,AY.1 (Delta),0,584
Share High,Alabama,AY.1 (Delta),0,584
Share,Alabama,AY.2 (Delta),0,584
Share Low,Alabama,AY.2 (Delta),0,584
Share High,Alabama,AY.2 (Delta),0,584
Share,Alabama,B.1.1.7 (Alpha),0,584
Share Low,Alabama,B.1.1.7 (Alpha),0,584
Share High,Alabama,B.1.1.7 (Alpha),0,584
Share,Alabama,B.1.1.529 (Omicron),0,584
Share Low,Alabama,B.1.1.529 (Omicron),0,584
Share High,Alabama,B.1.1.529 (Omicron),0,584
Share,Alabama,B.1.351,0,584
Share Low,Alabama,B.1.351,0,584
Share High,Alabama,B.1.351,0,584
Share,Alabama,B.1.427/429,0,584
Share Low,Alabama,B.1.427/429,0,584
Share High,Alabama,B.1.427/429,0,584
Share,Alabama,B.1.525,0,584
Share Low,Alabama,B.1.525,0,584
Share High,Alabama,B.1.525,0,584
Share,Alabama,B.1.526 (Iota),0,584
Share Low,Alabama,B.1.526 (Iota),0,584
Share High,Alabama,B.1.526 (Iota),0,584
Share,Alabama,B.1.617.1,0,584
Share Low,Alabama,B.1.617.1,0,584
Share High,Alabama,B.1.617.1,0,584
Share,Alabama,B.1.617.2 (Delta),0,584
Share Low,Alabama,B.1.617.2 (Delta),0,584
Share High,Alabama,B.1.617.2 (Delta),0,584
Share,Alabama,B.1.617.3,0,584
Share Low,Alabama,B.1.617.3,0,584
Share High,Alabama,B.1.617.3,0,584
Share,Alabama,B.1.621 (Mu),0,584
Share Low,Alabama,B.1.621 (Mu),0,584
Share High,Alabama,B.1.621 (Mu),0,584
Share,Alabama,BA.2 (Omicron),0.250864953,584
Share Low,Alabama,BA.2 (Omicron),0.183798164,584
Share High,Alabama,BA.2 (Omicron),0.328020871,584
Share,Alabama,BA.2.12.1 (Omicron),0.524050891,584
Share Low,Alabama,BA.2.12.1 (Omicron),0.473793179,584
Share High,Alabama,BA.2.12.1 (Omicron),0.573949695,584
Share,Alabama,BA.4 (Omicron),0.059550386,584
Share Low,Alabama,BA.4 (Omicron),0.041774016,584
Share High,Alabama,BA.4 (Omicron),0.081931964,584
Share,Alabama,BA.5 (Omicron),0.165533751,584
Share Low,Alabama,BA.5 (Omicron),0.132011771,584
Share High,Alabama,BA.5 (Omicron),0.203629881,584
Share,Alabama,Other,0,584
Share Low,Alabama,Other,0,584
Share High,Alabama,Other,0,584
Share,Alabama,P.1,0,584
Share Low,Alabama,P.1,0,584
Share High,Alabama,P.1,0,584
Share,Alabama,P.2,0,584
Share Low,Alabama,P.2,0,584
Share High,Alabama,P.2,0,584
Share,Alaska,AY.1 (Delta),0,153
Share Low,Alaska,AY.1 (Delta),0,153
Share High,Alaska,AY.1 (Delta),0,153
Share,Alaska,AY.2 (Delta),0,153
Share Low,Alaska,AY.2 (Delta),0,153
Share High,Alaska,AY.2 (Delta),0,153
Share,Alaska,B.1.1.7 (Alpha),0,153
Share Low,Alaska,B.1.1.7 (Alpha),0,153
Share High,Alaska,B.1.1.7 (Alpha),0,153
Share,Alaska,B.1.1.529 (Omicron),0.006672342,153
Share Low,Alaska,B.1.1.529 (Omicron),6.371869677e-05,153
Share High,Alaska,B.1.1.529 (Omicron),0.044095751,153
Share,Alaska,B.1.351,0,153
Share Low,Alaska,B.1.351,0,153
Share High,Alaska,B.1.351,0,153
Share,Alaska,B.1.427/429,0,153
Share Low,Alaska,B.1.427/429,0,153
Share High,Alaska,B.1.427/429,0,153
Share,Alaska,B.1.525,0,153
Share Low,Alaska,B.1.525,0,153
Share High,Alaska,B.1.525,0,153
Share,Alaska,B.1.526 (Iota),0,153
Share Low,Alaska,B.1.526 (Iota),0,153
Share High,Alaska,B.1.526 (Iota),0,153
Share,Alaska,B.1.617.1,0,153
Share Low,Alaska,B.1.617.1,0,153
Share High,Alaska,B.1.617.1,0,153
Share,Alaska,B.1.617.2 (Delta),0,153
Share Low,Alaska,B.1.617.2 (Delta),0,153
Share High,Alaska,B.1.617.2 (Delta),0,153
Share,Alaska,B.1.617.3,0,153
Share Low,Alaska,B.1.617.3,0,153
Share High,Alaska,B.1.617.3,0,153
Share,Alaska,B.1.621 (Mu),0,153
Share Low,Alaska,B.1.621 (Mu),0,153
Share High,Alaska,B.1.621 (Mu),0,153
Share,Alaska,BA.2 (Omicron),0.430550933,153
Share Low,Alaska,BA.2 (Omicron),0.350867748,153
Share High,Alaska,BA.2 (Omicron),0.512976944,153
Share,Alaska,BA.2.12.1 (Omicron),0.393298656,153
Share Low,Alaska,BA.2.12.1 (Omicron),0.315392256,153
Share High,Alaska,BA.2.12.1 (Omicron),0.475421876,153
Share,Alaska,BA.4 (Omicron),0.071986608,153
Share Low,Alaska,BA.4 (Omicron),0.036500070,153
Share High,Alaska,BA.4 (Omicron),0.125110522,153
Share,Alaska,BA.5 (Omicron),0.097491473,153
Share Low,Alaska,BA.5 (Omicron),0.016323477,153
Share High,Alaska,BA.5 (Omicron),0.281706065,153
Share,Alaska,Other,0,153
Share Low,Alaska,Other,0,153
Share High,Alaska,Other,0,153
Share,Alaska,P.1,0,153
Share Low,Alaska,P.1,0,153
Share High,Alaska,P.1,0,153
Share,Alaska,P.2,0,153
Share Low,Alaska,P.2,0,153
Share High,Alaska,P.2,0,153
Share,American Samoa,AY.1 (Delta),0,0
Share Low,American Samoa,AY.1 (Delta),0,0
Share High,American Samoa,AY.1 (Delta),0,0
Share,American Samoa,AY.2 (Delta),0,0
Share Low,American Samoa,AY.2 (Delta),0,0
Share High,American Samoa,AY.2 (Delta),0,0
Share,American Samoa,B.1.1.7 (Alpha),0,0
Share Low,American Samoa,B.1.1.7 (Alpha),0,0
Share High,American Samoa,B.1.1.7 (Alpha),0,0
Share,American Samoa,B.1.1.529 (Omicron),0,0
Share Low,American Samoa,B.1.1.529 (Omicron),0,0
Share High,American Samoa,B.1.1.529 (Omicron),0,0
Share,American Samoa,B.1.351,0,0
Share Low,American Samoa,B.1.351,0,0
Share High,American Samoa,B.1.351,0,0
Share,American Samoa,B.1.427/429,0,0
Share Low,American Samoa,B.1.427/429,0,0
Share High,American Samoa,B.1.427/429,0,0
Share,American Samoa,B.1.525,0,0
Share Low,American Samoa,B.1.525,0,0
Share High,American Samoa,B.1.525,0,0
Share,American Samoa,B.1.526 (Iota),0,0
Share Low,American Samoa,B.1.526 (Iota),0,0
Share High,American Samoa,B.1.526 (Iota),0,0
Share,American Samoa,B.1.617.1,0,0
Share Low,American Samoa,B.1.617.1,0,0
Share High,American Samoa,B.1.617.1,0,0
Share,American Samoa,B.1.617.2 (Delta),0,0
Share Low,American Samoa,B.1.617.2 (Delta),0,0
Share High,American Samoa,B.1.617.2 (Delta),0,0
Share,American Samoa,B.1.617.3,0,0
Share Low,American Samoa,B.1.617.3,0,0
Share High,American Samoa,B.1.617.3,0,0
Share,American Samoa,B.1.621 (Mu),0,0
Share Low,American Samoa,B.1.621 (Mu),0,0
Share High,American Samoa,B.1.621 (Mu),0,0
Share,American Samoa,BA.2 (Omicron),0,0
Share Low,American Samoa,BA.2 (Omicron),0,0
Share High,American Samoa,BA.2 (Omicron),0,0
Share,American Samoa,BA.2.12.1 (Omicron),0,0
Share Low,American Samoa,BA.2.12.1 (Omicron),0,0
Share High,American Samoa,BA.2.12.1 (Omicron),0,0
Share,American Samoa,BA.4 (Omicron),0,0
Share Low,American Samoa,BA.4 (Omicron),0,0
Share High,American Samoa,BA.4 (Omicron),0,0
Share,American Samoa,BA.5 (Omicron),0,0
Share Low,American Samoa,BA.5 (Omicron),0,0
Share High,American Samoa,BA.5 (Omicron),0,0
Share,American Samoa,Other,0,0
Share Low,American Samoa,Other,0,0
Share High,American Samoa,Other,0,0
Share,American Samoa,P.1,0,0
Share Low,American Samoa,P.1,0,0
Share High,American Samoa,P.1,0,0
Share,American Samoa,P.2,0,0
Share Low,American Samoa,P.2,0,0
Share High,American Samoa,P.2,0,0
Share,Arizona,AY.1 (Delta),0,"2,854"
Share Low,Arizona,AY.1 (Delta),0,"2,854"
Share High,Arizona,AY.1 (Delta),0,"2,854"
Share,Arizona,AY.2 (Delta),0,"2,854"
Share Low,Arizona,AY.2 (Delta),0,"2,854"
Share High,Arizona,AY.2 (Delta),0,"2,854"
Share,Arizona,B.1.1.7 (Alpha),0,"2,854"
Share Low,Arizona,B.1.1.7 (Alpha),0,"2,854"
Share High,Arizona,B.1.1.7 (Alpha),0,"2,854"
Share,Arizona,B.1.1.529 (Omicron),0.003018720,"2,854"
Share Low,Arizona,B.1.1.529 (Omicron),0.000550286,"2,854"
Share High,Arizona,B.1.1.529 (Omicron),0.009279647,"2,854"
Share,Arizona,B.1.351,0,"2,854"
Share Low,Arizona,B.1.351,0,"2,854"
Share High,Arizona,B.1.351,0,"2,854"
Share,Arizona,B.1.427/429,0,"2,854"
Share Low,Arizona,B.1.427/429,0,"2,854"
Share High,Arizona,B.1.427/429,0,"2,854"
Share,Arizona,B.1.525,0,"2,854"
Share Low,Arizona,B.1.525,0,"2,854"
Share High,Arizona,B.1.525,0,"2,854"
Share,Arizona,B.1.526 (Iota),0,"2,854"
Share Low,Arizona,B.1.526 (Iota),0,"2,854"
Share High,Arizona,B.1.526 (Iota),0,"2,854"
Share,Arizona,B.1.617.1,0,"2,854"
Share Low,Arizona,B.1.617.1,0,"2,854"
Share High,Arizona,B.1.617.1,0,"2,854"
Share,Arizona,B.1.617.2 (Delta),0,"2,854"
Share Low,Arizona,B.1.617.2 (Delta),0,"2,854"
Share High,Arizona,B.1.617.2 (Delta),0,"2,854"
Share,Arizona,B.1.617.3,0,"2,854"
Share Low,Arizona,B.1.617.3,0,"2,854"
Share High,Arizona,B.1.617.3,0,"2,854"
Share,Arizona,B.1.621 (Mu),0,"2,854"
Share Low,Arizona,B.1.621 (Mu),0,"2,854"
Share High,Arizona,B.1.621 (Mu),0,"2,854"
Share,Arizona,BA.2 (Omicron),0.289839000,"2,854"
Share Low,Arizona,BA.2 (Omicron),0.224361181,"2,854"
Share High,Arizona,BA.2 (Omicron),0.362473547,"2,854"
Share,Arizona,BA.2.12.1 (Omicron),0.585629106,"2,854"
Share Low,Arizona,BA.2.12.1 (Omicron),0.526826143,"2,854"
Share High,Arizona,BA.2.12.1 (Omicron),0.642678678,"2,854"
Share,Arizona,BA.4 (Omicron),0.069245882,"2,854"
Share Low,Arizona,BA.4 (Omicron),0.060202140,"2,854"
Share High,Arizona,BA.4 (Omicron),0.079184420,"2,854"
Share,Arizona,BA.5 (Omicron),0.051902618,"2,854"
Share Low,Arizona,BA.5 (Omicron),0.038242187,"2,854"
Share High,Arizona,BA.5 (Omicron),0.068633147,"2,854"
Share,Arizona,Other,0.000364700,"2,854"
Share Low,Arizona,Other,3.836483131e-07,"2,854"
Share High,Arizona,Other,0.003376003,"2,854"
Share,Arizona,P.1,0,"2,854"
Share Low,Arizona,P.1,0,"2,854"
Share High,Arizona,P.1,0,"2,854"
Share,Arizona,P.2,0,"2,854"
Share Low,Arizona,P.2,0,"2,854"
Share High,Arizona,P.2,0,"2,854"
Share,Arkansas,AY.1 (Delta),0,108
Share Low,Arkansas,AY.1 (Delta),0,108
Share High,Arkansas,AY.1 (Delta),0,108
Share,Arkansas,AY.2 (Delta),0,108
Share Low,Arkansas,AY.2 (Delta),0,108
Share High,Arkansas,AY.2 (Delta),0,108
Share,Arkansas,B.1.1.7 (Alpha),0,108
Share Low,Arkansas,B.1.1.7 (Alpha),0,108
Share High,Arkansas,B.1.1.7 (Alpha),0,108
Share,Arkansas,B.1.1.529 (Omicron),0,108
Share Low,Arkansas,B.1.1.529 (Omicron),0,108
Share High,Arkansas,B.1.1.529 (Omicron),0,108
Share,Arkansas,B.1.351,0,108
Share Low,Arkansas,B.1.351,0,108
Share High,Arkansas,B.1.351,0,108
Share,Arkansas,B.1.427/429,0,108
Share Low,Arkansas,B.1.427/429,0,108
Share High,Arkansas,B.1.427/429,0,108
Share,Arkansas,B.1.525,0,108
Share Low,Arkansas,B.1.525,0,108
Share High,Arkansas,B.1.525,0,108
Share,Arkansas,B.1.526 (Iota),0,108
Share Low,Arkansas,B.1.526 (Iota),0,108
Share High,Arkansas,B.1.526 (Iota),0,108
Share,Arkansas,B.1.617.1,0,108
Share Low,Arkansas,B.1.617.1,0,108
Share High,Arkansas,B.1.617.1,0,108
Share,Arkansas,B.1.617.2 (Delta),0,108
Share Low,Arkansas,B.1.617.2 (Delta),0,108
Share High,Arkansas,B.1.617.2 (Delta),0,108
Share,Arkansas,B.1.617.3,0,108
Share Low,Arkansas,B.1.617.3,0,108
Share High,Arkansas,B.1.617.3,0,108
Share,Arkansas,B.1.621 (Mu),0,108
Share Low,Arkansas,B.1.621 (Mu),0,108
Share High,Arkansas,B.1.621 (Mu),0,108
Share,Arkansas,BA.2 (Omicron),0.193444818,108
Share Low,Arkansas,BA.2 (Omicron),0.051099889,108
Share High,Arkansas,BA.2 (Omicron),0.437373519,108
Share,Arkansas,BA.2.12.1 (Omicron),0.590177655,108
Share Low,Arkansas,BA.2.12.1 (Omicron),0.289143831,108
Share High,Arkansas,BA.2.12.1 (Omicron),0.848035991,108
Share,Arkansas,BA.4 (Omicron),0.016191669,108
Share Low,Arkansas,BA.4 (Omicron),0.000578405,108
Share High,Arkansas,BA.4 (Omicron),0.080659069,108
Share,Arkansas,BA.5 (Omicron),0.200185880,108
Share Low,Arkansas,BA.5 (Omicron),0.107369572,108
Share High,Arkansas,BA.5 (Omicron),0.324609607,108
Share,Arkansas,Other,0,108
Share Low,Arkansas,Other,0,108
Share High,Arkansas,Other,0,108
Share,Arkansas,P.1,0,108
Share Low,Arkansas,P.1,0,108
Share High,Arkansas,P.1,0,108
Share,Arkansas,P.2,0,108
Share Low,Arkansas,P.2,0,108
Share High,Arkansas,P.2,0,108
Share,California,AY.1 (Delta),0,"13,391"
Share Low,California,AY.1 (Delta),0,"13,391"
Share High,California,AY.1 (Delta),0,"13,391"
Share,California,AY.2 (Delta),0,"13,391"
Share Low,California,AY.2 (Delta),0,"13,391"
Share High,California,AY.2 (Delta),0,"13,391"
Share,California,B.1.1.7 (Alpha),0,"13,391"
Share Low,California,B.1.1.7 (Alpha),0,"13,391"
Share High,California,B.1.1.7 (Alpha),0,"13,391"
Share,California,B.1.1.529 (Omicron),0.000746674,"13,391"
Share Low,California,B.1.1.529 (Omicron),0.000134218,"13,391"
Share High,California,B.1.1.529 (Omicron),0.002313824,"13,391"
Share,California,B.1.351,0,"13,391"
Share Low,California,B.1.351,0,"13,391"
Share High,California,B.1.351,0,"13,391"
Share,California,B.1.427/429,8.822535892e-05,"13,391"
Share Low,California,B.1.427/429,4.454814757e-07,"13,391"
Share High,California,B.1.427/429,0.000659896,"13,391"
Share,California,B.1.525,0,"13,391"
Share Low,California,B.1.525,0,"13,391"
Share High,California,B.1.525,0,"13,391"
Share,California,B.1.526 (Iota),0,"13,391"
Share Low,California,B.1.526 (Iota),0,"13,391"
Share High,California,B.1.526 (Iota),0,"13,391"
Share,California,B.1.617.1,0,"13,391"
Share Low,California,B.1.617.1,0,"13,391"
Share High,California,B.1.617.1,0,"13,391"
Share,California,B.1.617.2 (Delta),0,"13,391"
Share Low,California,B.1.617.2 (Delta),0,"13,391"
Share High,California,B.1.617.2 (Delta),0,"13,391"
Share,California,B.1.617.3,0,"13,391"
Share Low,California,B.1.617.3,0,"13,391"
Share High,California,B.1.617.3,0,"13,391"
Share,California,B.1.621 (Mu),0,"13,391"
Share Low,California,B.1.621 (Mu),0,"13,391"
Share High,California,B.1.621 (Mu),0,"13,391"
Share,California,BA.2 (Omicron),0.295072883,"13,391"
Share Low,California,BA.2 (Omicron),0.280735433,"13,391"
Share High,California,BA.2 (Omicron),0.309720337,"13,391"
Share,California,BA.2.12.1 (Omicron),0.557522535,"13,391"
Share Low,California,BA.2.12.1 (Omicron),0.548609197,"13,391"
Share High,California,BA.2.12.1 (Omicron),0.566408157,"13,391"
Share,California,BA.4 (Omicron),0.054806232,"13,391"
Share Low,California,BA.4 (Omicron),0.049953770,"13,391"
Share High,California,BA.4 (Omicron),0.059981342,"13,391"
Share,California,BA.5 (Omicron),0.090225130,"13,391"
Share Low,California,BA.5 (Omicron),0.080607451,"13,391"
Share High,California,BA.5 (Omicron),0.100585073,"13,391"
Share,California,Other,0.001538297,"13,391"
Share Low,California,Other,0.000947527,"13,391"
Share High,California,Other,0.002359987,"13,391"
Share,California,P.1,0,"13,391"
Share Low,California,P.1,0,"13,391"
Share High,California,P.1,0,"13,391"
Share,California,P.2,0,"13,391"
Share Low,California,P.2,0,"13,391"
Share High,California,P.2,0,"13,391"
Share,Colorado,AY.1 (Delta),0,483
Share Low,Colorado,AY.1 (Delta),0,483
Share High,Colorado,AY.1 (Delta),0,483
Share,Colorado,AY.2 (Delta),0,483
Share Low,Colorado,AY.2 (Delta),0,483
Share High,Colorado,AY.2 (Delta),0,483
Share,Colorado,B.1.1.7 (Alpha),0,483
Share Low,Colorado,B.1.1.7 (Alpha),0,483
Share High,Colorado,B.1.1.7 (Alpha),0,483
Share,Colorado,B.1.1.529 (Omicron),0.001830097,483
Share Low,Colorado,B.1.1.529 (Omicron),3.055315028e-05,483
Share High,Colorado,B.1.1.529 (Omicron),0.011064228,483
Share,Colorado,B.1.351,0,483
Share Low,Colorado,B.1.351,0,483
Share High,Colorado,B.1.351,0,483
Share,Colorado,B.1.427/429,0,483
Share Low,Colorado,B.1.427/429,0,483
Share High,Colorado,B.1.427/429,0,483
