Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,291
Share Low,Alabama,AY.1 (Delta),0,291
Share High,Alabama,AY.1 (Delta),0,291
Share,Alabama,AY.2 (Delta),0,291
Share Low,Alabama,AY.2 (Delta),0,291
Share High,Alabama,AY.2 (Delta),0,291
Share,Alabama,B.1.1.7 (Alpha),0,291
Share Low,Alabama,B.1.1.7 (Alpha),0,291
Share High,Alabama,B.1.1.7 (Alpha),0,291
Share,Alabama,B.1.1.529 (Omicron),0,291
Share Low,Alabama,B.1.1.529 (Omicron),0,291
Share High,Alabama,B.1.1.529 (Omicron),0,291
Share,Alabama,B.1.351,0,291
Share Low,Alabama,B.1.351,0,291
Share High,Alabama,B.1.351,0,291
Share,Alabama,B.1.427/429 (Epsilon),0,291
Share Low,Alabama,B.1.427/429 (Epsilon),0,291
Share High,Alabama,B.1.427/429 (Epsilon),0,291
Share,Alabama,B.1.525,0,291
Share Low,Alabama,B.1.525,0,291
Share High,Alabama,B.1.525,0,291
Share,Alabama,B.1.526 (Iota),0,291
Share Low,Alabama,B.1.526 (Iota),0,291
Share High,Alabama,B.1.526 (Iota),0,291
Share,Alabama,B.1.617.1,0,291
Share Low,Alabama,B.1.617.1,0,291
Share High,Alabama,B.1.617.1,0,291
Share,Alabama,B.1.617.2 (Delta),0,291
Share Low,Alabama,B.1.617.2 (Delta),0,291
Share High,Alabama,B.1.617.2 (Delta),0,291
Share,Alabama,B.1.617.3,0,291
Share Low,Alabama,B.1.617.3,0,291
Share High,Alabama,B.1.617.3,0,291
Share,Alabama,B.1.621 (Mu),0,291
Share Low,Alabama,B.1.621 (Mu),0,291
Share High,Alabama,B.1.621 (Mu),0,291
Share,Alabama,BA.2 (Omicron),0,291
Share Low,Alabama,BA.2 (Omicron),0,291
Share High,Alabama,BA.2 (Omicron),0,291
Share,Alabama,BA.2.12.1 (Omicron),0,291
Share Low,Alabama,BA.2.12.1 (Omicron),0,291
Share High,Alabama,BA.2.12.1 (Omicron),0,291
Share,Alabama,BA.2.75 (Omicron),0,291
Share Low,Alabama,BA.2.75 (Omicron),0,291
Share High,Alabama,BA.2.75 (Omicron),0,291
Share,Alabama,BA.2.75.2 (Omicron),0,291
Share Low,Alabama,BA.2.75.2 (Omicron),0,291
Share High,Alabama,BA.2.75.2 (Omicron),0,291
Share,Alabama,BA.4 (Omicron),0.034054436,291
Share Low,Alabama,BA.4 (Omicron),0.000203338,291
Share High,Alabama,BA.4 (Omicron),0.222977802,291
Share,Alabama,BA.4.6 (Omicron),0.105150230,291
Share Low,Alabama,BA.4.6 (Omicron),0.072374947,291
Share High,Alabama,BA.4.6 (Omicron),0.146230102,291
Share,Alabama,BA.5 (Omicron),0.845261574,291
Share Low,Alabama,BA.5 (Omicron),0.794162691,291
Share High,Alabama,BA.5 (Omicron),0.887895107,291
Share,Alabama,BF.7 (Omicron),0.012552386,291
Share Low,Alabama,BF.7 (Omicron),0.000492646,291
Share High,Alabama,BF.7 (Omicron),0.061628498,291
Share,Alabama,BQ.1 (Omicron),0,291
Share Low,Alabama,BQ.1 (Omicron),0,291
Share High,Alabama,BQ.1 (Omicron),0,291
Share,Alabama,BQ.1.1 (Omicron),0,291
Share Low,Alabama,BQ.1.1 (Omicron),0,291
Share High,Alabama,BQ.1.1 (Omicron),0,291
Share,Alabama,Other,0.002981368,291
Share Low,Alabama,Other,4.649852781e-05,291
Share High,Alabama,Other,0.018210344,291
Share,Alabama,P.1,0,291
Share Low,Alabama,P.1,0,291
Share High,Alabama,P.1,0,291
Share,Alabama,P.2,0,291
Share Low,Alabama,P.2,0,291
Share High,Alabama,P.2,0,291
Share,Alaska,AY.1 (Delta),0,149
Share Low,Alaska,AY.1 (Delta),0,149
Share High,Alaska,AY.1 (Delta),0,149
Share,Alaska,AY.2 (Delta),0,149
Share Low,Alaska,AY.2 (Delta),0,149
Share High,Alaska,AY.2 (Delta),0,149
Share,Alaska,B.1.1.7 (Alpha),0,149
Share Low,Alaska,B.1.1.7 (Alpha),0,149
Share High,Alaska,B.1.1.7 (Alpha),0,149
Share,Alaska,B.1.1.529 (Omicron),0,149
Share Low,Alaska,B.1.1.529 (Omicron),0,149
Share High,Alaska,B.1.1.529 (Omicron),0,149
Share,Alaska,B.1.351,0,149
Share Low,Alaska,B.1.351,0,149
Share High,Alaska,B.1.351,0,149
Share,Alaska,B.1.427/429 (Epsilon),0,149
Share Low,Alaska,B.1.427/429 (Epsilon),0,149
Share High,Alaska,B.1.427/429 (Epsilon),0,149
Share,Alaska,B.1.525,0,149
Share Low,Alaska,B.1.525,0,149
Share High,Alaska,B.1.525,0,149
Share,Alaska,B.1.526 (Iota),0,149
Share Low,Alaska,B.1.526 (Iota),0,149
Share High,Alaska,B.1.526 (Iota),0,149
Share,Alaska,B.1.617.1,0,149
Share Low,Alaska,B.1.617.1,0,149
Share High,Alaska,B.1.617.1,0,149
Share,Alaska,B.1.617.2 (Delta),0,149
Share Low,Alaska,B.1.617.2 (Delta),0,149
Share High,Alaska,B.1.617.2 (Delta),0,149
Share,Alaska,B.1.617.3,0,149
Share Low,Alaska,B.1.617.3,0,149
Share High,Alaska,B.1.617.3,0,149
Share,Alaska,B.1.621 (Mu),0,149
Share Low,Alaska,B.1.621 (Mu),0,149
Share High,Alaska,B.1.621 (Mu),0,149
Share,Alaska,BA.2 (Omicron),0,149
Share Low,Alaska,BA.2 (Omicron),0,149
Share High,Alaska,BA.2 (Omicron),0,149
Share,Alaska,BA.2.12.1 (Omicron),0,149
Share Low,Alaska,BA.2.12.1 (Omicron),0,149
Share High,Alaska,BA.2.12.1 (Omicron),0,149
Share,Alaska,BA.2.75 (Omicron),0,149
Share Low,Alaska,BA.2.75 (Omicron),0,149
Share High,Alaska,BA.2.75 (Omicron),0,149
Share,Alaska,BA.2.75.2 (Omicron),0,149
Share Low,Alaska,BA.2.75.2 (Omicron),0,149
Share High,Alaska,BA.2.75.2 (Omicron),0,149
Share,Alaska,BA.4 (Omicron),0.016089344,149
Share Low,Alaska,BA.4 (Omicron),0.000663567,149
Share High,Alaska,BA.4 (Omicron),0.077522449,149
Share,Alaska,BA.4.6 (Omicron),0.035754710,149
Share Low,Alaska,BA.4.6 (Omicron),0.010716300,149
Share High,Alaska,BA.4.6 (Omicron),0.085286796,149
Share,Alaska,BA.5 (Omicron),0.943124831,149
Share Low,Alaska,BA.5 (Omicron),0.824529886,149
Share High,Alaska,BA.5 (Omicron),0.991076589,149
Share,Alaska,BF.7 (Omicron),0.005031107,149
Share Low,Alaska,BF.7 (Omicron),4.385221837e-05,149
Share High,Alaska,BF.7 (Omicron),0.033930421,149
Share,Alaska,BQ.1 (Omicron),0,149
Share Low,Alaska,BQ.1 (Omicron),0,149
Share High,Alaska,BQ.1 (Omicron),0,149
Share,Alaska,BQ.1.1 (Omicron),0,149
Share Low,Alaska,BQ.1.1 (Omicron),0,149
Share High,Alaska,BQ.1.1 (Omicron),0,149
Share,Alaska,Other,0,149
Share Low,Alaska,Other,0,149
Share High,Alaska,Other,0,149
Share,Alaska,P.1,0,149
Share Low,Alaska,P.1,0,149
Share High,Alaska,P.1,0,149
Share,Alaska,P.2,0,149
Share Low,Alaska,P.2,0,149
Share High,Alaska,P.2,0,149
Share,American Samoa,AY.1 (Delta),0,0
Share Low,American Samoa,AY.1 (Delta),0,0
Share High,American Samoa,AY.1 (Delta),0,0
Share,American Samoa,AY.2 (Delta),0,0
Share Low,American Samoa,AY.2 (Delta),0,0
Share High,American Samoa,AY.2 (Delta),0,0
Share,American Samoa,B.1.1.7 (Alpha),0,0
Share Low,American Samoa,B.1.1.7 (Alpha),0,0
Share High,American Samoa,B.1.1.7 (Alpha),0,0
Share,American Samoa,B.1.1.529 (Omicron),0,0
Share Low,American Samoa,B.1.1.529 (Omicron),0,0
Share High,American Samoa,B.1.1.529 (Omicron),0,0
Share,American Samoa,B.1.351,0,0
Share Low,American Samoa,B.1.351,0,0
Share High,American Samoa,B.1.351,0,0
Share,American Samoa,B.1.427/429 (Epsilon),0,0
Share Low,American Samoa,B.1.427/429 (Epsilon),0,0
Share High,American Samoa,B.1.427/429 (Epsilon),0,0
Share,American Samoa,B.1.525,0,0
Share Low,American Samoa,B.1.525,0,0
Share High,American Samoa,B.1.525,0,0
Share,American Samoa,B.1.526 (Iota),0,0
Share Low,American Samoa,B.1.526 (Iota),0,0
Share High,American Samoa,B.1.526 (Iota),0,0
Share,American Samoa,B.1.617.1,0,0
Share Low,American Samoa,B.1.617.1,0,0
Share High,American Samoa,B.1.617.1,0,0
Share,American Samoa,B.1.617.2 (Delta),0,0
Share Low,American Samoa,B.1.617.2 (Delta),0,0
Share High,American Samoa,B.1.617.2 (Delta),0,0
Share,American Samoa,B.1.617.3,0,0
Share Low,American Samoa,B.1.617.3,0,0
Share High,American Samoa,B.1.617.3,0,0
Share,American Samoa,B.1.621 (Mu),0,0
Share Low,American Samoa,B.1.621 (Mu),0,0
Share High,American Samoa,B.1.621 (Mu),0,0
Share,American Samoa,BA.2 (Omicron),0,0
Share Low,American Samoa,BA.2 (Omicron),0,0
Share High,American Samoa,BA.2 (Omicron),0,0
Share,American Samoa,BA.2.12.1 (Omicron),0,0
Share Low,American Samoa,BA.2.12.1 (Omicron),0,0
Share High,American Samoa,BA.2.12.1 (Omicron),0,0
Share,American Samoa,BA.2.75 (Omicron),0,0
Share Low,American Samoa,BA.2.75 (Omicron),0,0
Share High,American Samoa,BA.2.75 (Omicron),0,0
Share,American Samoa,BA.2.75.2 (Omicron),0,0
Share Low,American Samoa,BA.2.75.2 (Omicron),0,0
Share High,American Samoa,BA.2.75.2 (Omicron),0,0
Share,American Samoa,BA.4 (Omicron),0,0
Share Low,American Samoa,BA.4 (Omicron),0,0
Share High,American Samoa,BA.4 (Omicron),0,0
Share,American Samoa,BA.4.6 (Omicron),0,0
Share Low,American Samoa,BA.4.6 (Omicron),0,0
Share High,American Samoa,BA.4.6 (Omicron),0,0
Share,American Samoa,BA.5 (Omicron),0,0
Share Low,American Samoa,BA.5 (Omicron),0,0
Share High,American Samoa,BA.5 (Omicron),0,0
Share,American Samoa,BF.7 (Omicron),0,0
