Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,189
Share Low,Alabama,AY.1 (Delta),0,189
Share High,Alabama,AY.1 (Delta),0,189
Share,Alabama,AY.2 (Delta),0,189
Share Low,Alabama,AY.2 (Delta),0,189
Share High,Alabama,AY.2 (Delta),0,189
Share,Alabama,B.1.1.7 (Alpha),0,189
Share Low,Alabama,B.1.1.7 (Alpha),0,189
Share High,Alabama,B.1.1.7 (Alpha),0,189
Share,Alabama,B.1.1.529 (Omicron),0,189
Share Low,Alabama,B.1.1.529 (Omicron),0,189
Share High,Alabama,B.1.1.529 (Omicron),0,189
Share,Alabama,B.1.351,0,189
Share Low,Alabama,B.1.351,0,189
Share High,Alabama,B.1.351,0,189
Share,Alabama,B.1.427/429 (Epsilon),0,189
Share Low,Alabama,B.1.427/429 (Epsilon),0,189
Share High,Alabama,B.1.427/429 (Epsilon),0,189
Share,Alabama,B.1.525,0,189
Share Low,Alabama,B.1.525,0,189
Share High,Alabama,B.1.525,0,189
Share,Alabama,B.1.526 (Iota),0,189
Share Low,Alabama,B.1.526 (Iota),0,189
Share High,Alabama,B.1.526 (Iota),0,189
Share,Alabama,B.1.617.1,0,189
Share Low,Alabama,B.1.617.1,0,189
Share High,Alabama,B.1.617.1,0,189
Share,Alabama,B.1.617.2 (Delta),0,189
Share Low,Alabama,B.1.617.2 (Delta),0,189
Share High,Alabama,B.1.617.2 (Delta),0,189
Share,Alabama,B.1.617.3,0,189
Share Low,Alabama,B.1.617.3,0,189
Share High,Alabama,B.1.617.3,0,189
Share,Alabama,B.1.621 (Mu),0,189
Share Low,Alabama,B.1.621 (Mu),0,189
Share High,Alabama,B.1.621 (Mu),0,189
Share,Alabama,BA.2 (Omicron),0.005291005,189
Share Low,Alabama,BA.2 (Omicron),1.472792093e-07,189
Share High,Alabama,BA.2 (Omicron),0.067957930,189
Share,Alabama,BA.2.12.1 (Omicron),0,189
Share Low,Alabama,BA.2.12.1 (Omicron),0,189
Share High,Alabama,BA.2.12.1 (Omicron),0,189
Share,Alabama,BA.2.75 (Omicron),0,189
Share Low,Alabama,BA.2.75 (Omicron),0,189
Share High,Alabama,BA.2.75 (Omicron),0,189
Share,Alabama,BA.2.75.2 (Omicron),0,189
Share Low,Alabama,BA.2.75.2 (Omicron),0,189
Share High,Alabama,BA.2.75.2 (Omicron),0,189
Share,Alabama,CH.1.1 (Omicron),0.026455026,189
Share Low,Alabama,CH.1.1 (Omicron),0.008644480,189
Share High,Alabama,CH.1.1 (Omicron),0.060654365,189
Share,Alabama,BN.1 (Omicron),0.047619049,189
Share Low,Alabama,BN.1 (Omicron),3.996933447e-05,189
Share High,Alabama,BN.1 (Omicron),0.371194184,189
Share,Alabama,BA.4 (Omicron),0,189
Share Low,Alabama,BA.4 (Omicron),0,189
Share High,Alabama,BA.4 (Omicron),0,189
Share,Alabama,BA.4.6 (Omicron),0.010582010,189
Share Low,Alabama,BA.4.6 (Omicron),2.770029539e-07,189
Share High,Alabama,BA.4.6 (Omicron),0.132191464,189
Share,Alabama,BA.5 (Omicron),0.126984134,189
Share Low,Alabama,BA.5 (Omicron),0.024157854,189
Share High,Alabama,BA.5 (Omicron),0.341128051,189
Share,Alabama,BA.5.2.6 (Omicron),0.015873017,189
Share Low,Alabama,BA.5.2.6 (Omicron),1.687141048e-05,189
Share High,Alabama,BA.5.2.6 (Omicron),0.137598649,189
Share,Alabama,BF.7 (Omicron),0.037037037,189
Share Low,Alabama,BF.7 (Omicron),7.054917432e-07,189
Share High,Alabama,BF.7 (Omicron),0.402699232,189
Share,Alabama,BF.11 (Omicron),0,189
Share Low,Alabama,BF.11 (Omicron),0,189
Share High,Alabama,BF.11 (Omicron),0,189
Share,Alabama,BQ.1 (Omicron),0.142857149,189
Share Low,Alabama,BQ.1 (Omicron),0.059701182,189
Share High,Alabama,BQ.1 (Omicron),0.271743268,189
Share,Alabama,BQ.1.1 (Omicron),0.439153433,189
Share Low,Alabama,BQ.1.1 (Omicron),0.303026438,189
Share High,Alabama,BQ.1.1 (Omicron),0.582329810,189
Share,Alabama,XBB (Omicron),0.052910052,189
Share Low,Alabama,XBB (Omicron),0.000636507,189
Share High,Alabama,XBB (Omicron),0.296258509,189
Share,Alabama,XBB.1.5 (Omircon),0.084656082,189
Share Low,Alabama,XBB.1.5 (Omircon),0.014056914,189
Share High,Alabama,XBB.1.5 (Omircon),0.248621330,189
Share,Alabama,Other,0.010582010,189
Share Low,Alabama,Other,2.770029539e-07,189
Share High,Alabama,Other,0.132191464,189
Share,Alabama,P.1,0,189
Share Low,Alabama,P.1,0,189
Share High,Alabama,P.1,0,189
Share,Alabama,P.2,0,189
Share Low,Alabama,P.2,0,189
Share High,Alabama,P.2,0,189
Share,Alaska,AY.1 (Delta),0,28
Share Low,Alaska,AY.1 (Delta),0,28
Share High,Alaska,AY.1 (Delta),0,28
Share,Alaska,AY.2 (Delta),0,28
Share Low,Alaska,AY.2 (Delta),0,28
Share High,Alaska,AY.2 (Delta),0,28
Share,Alaska,B.1.1.7 (Alpha),0,28
Share Low,Alaska,B.1.1.7 (Alpha),0,28
