Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,166
Share Low,Alabama,AY.1 (Delta),0,166
Share High,Alabama,AY.1 (Delta),0,166
Share,Alabama,AY.2 (Delta),0,166
Share Low,Alabama,AY.2 (Delta),0,166
Share High,Alabama,AY.2 (Delta),0,166
Share,Alabama,B.1.1.7 (Alpha),0,166
Share Low,Alabama,B.1.1.7 (Alpha),0,166
Share High,Alabama,B.1.1.7 (Alpha),0,166
Share,Alabama,B.1.1.529 (Omicron),0,166
Share Low,Alabama,B.1.1.529 (Omicron),0,166
Share High,Alabama,B.1.1.529 (Omicron),0,166
Share,Alabama,B.1.351,0,166
Share Low,Alabama,B.1.351,0,166
Share High,Alabama,B.1.351,0,166
Share,Alabama,B.1.427/429 (Epsilon),0,166
Share Low,Alabama,B.1.427/429 (Epsilon),0,166
Share High,Alabama,B.1.427/429 (Epsilon),0,166
Share,Alabama,B.1.525,0,166
Share Low,Alabama,B.1.525,0,166
Share High,Alabama,B.1.525,0,166
Share,Alabama,B.1.526 (Iota),0,166
Share Low,Alabama,B.1.526 (Iota),0,166
Share High,Alabama,B.1.526 (Iota),0,166
Share,Alabama,B.1.617.1,0,166
Share Low,Alabama,B.1.617.1,0,166
Share High,Alabama,B.1.617.1,0,166
Share,Alabama,B.1.617.2 (Delta),0,166
Share Low,Alabama,B.1.617.2 (Delta),0,166
Share High,Alabama,B.1.617.2 (Delta),0,166
Share,Alabama,B.1.617.3,0,166
Share Low,Alabama,B.1.617.3,0,166
Share High,Alabama,B.1.617.3,0,166
Share,Alabama,B.1.621 (Mu),0,166
Share Low,Alabama,B.1.621 (Mu),0,166
Share High,Alabama,B.1.621 (Mu),0,166
Share,Alabama,BA.2 (Omicron),0.006024096,166
Share Low,Alabama,BA.2 (Omicron),0.000152505,166
Share High,Alabama,BA.2 (Omicron),0.033105567,166
Share,Alabama,BA.2.12.1 (Omicron),0,166
Share Low,Alabama,BA.2.12.1 (Omicron),0,166
Share High,Alabama,BA.2.12.1 (Omicron),0,166
Share,Alabama,BA.2.75 (Omicron),0.018072288,166
Share Low,Alabama,BA.2.75 (Omicron),0.003742560,166
Share High,Alabama,BA.2.75 (Omicron),0.051904347,166
Share,Alabama,BA.2.75.2 (Omicron),0,166
Share Low,Alabama,BA.2.75.2 (Omicron),0,166
Share High,Alabama,BA.2.75.2 (Omicron),0,166
Share,Alabama,BA.4 (Omicron),0,166
Share Low,Alabama,BA.4 (Omicron),0,166
Share High,Alabama,BA.4 (Omicron),0,166
Share,Alabama,BA.4.6 (Omicron),0.012048192,166
Share Low,Alabama,BA.4.6 (Omicron),0.001462437,166
Share High,Alabama,BA.4.6 (Omicron),0.042842660,166
Share,Alabama,BA.5 (Omicron),0.198795184,166
Share Low,Alabama,BA.5 (Omicron),0.102014162,166
Share High,Alabama,BA.5 (Omicron),0.330920517,166
Share,Alabama,BA.5.2.6 (Omicron),0.012048192,166
Share Low,Alabama,BA.5.2.6 (Omicron),0.000167589,166
Share High,Alabama,BA.5.2.6 (Omicron),0.073418655,166
Share,Alabama,BF.7 (Omicron),0.048192769,166
Share Low,Alabama,BF.7 (Omicron),0.012345081,166
Share High,Alabama,BF.7 (Omicron),0.122953407,166
Share,Alabama,BF.11 (Omicron),0,166
Share Low,Alabama,BF.11 (Omicron),0,166
Share High,Alabama,BF.11 (Omicron),0,166
Share,Alabama,BN.1 (Omicron),0.036144577,166
Share Low,Alabama,BN.1 (Omicron),0.013377919,166
Share High,Alabama,BN.1 (Omicron),0.077008590,166
Share,Alabama,BQ.1 (Omicron),0.162650600,166
Share Low,Alabama,BQ.1 (Omicron),0.103539109,166
Share High,Alabama,BQ.1 (Omicron),0.237907156,166
Share,Alabama,BQ.1.1 (Omicron),0.403614461,166
Share Low,Alabama,BQ.1.1 (Omicron),0.328303099,166
Share High,Alabama,BQ.1.1 (Omicron),0.482431531,166
Share,Alabama,XBB (Omicron),0.048192769,166
Share Low,Alabama,XBB (Omicron),0.006004293,166
Share High,Alabama,XBB (Omicron),0.162452400,166
Share,Alabama,XBB.1.5 (Omircon),0.048192769,166
Share Low,Alabama,XBB.1.5 (Omircon),0.006004293,166
Share High,Alabama,XBB.1.5 (Omircon),0.162452400,166
Share,Alabama,Other,0.006024096,166
Share Low,Alabama,Other,0.000152505,166
Share High,Alabama,Other,0.033105567,166
Share,Alabama,P.1,0,166
Share Low,Alabama,P.1,0,166
Share High,Alabama,P.1,0,166
Share,Alabama,P.2,0,166
Share Low,Alabama,P.2,0,166
Share High,Alabama,P.2,0,166
Share,Alaska,AY.1 (Delta),0,28
Share Low,Alaska,AY.1 (Delta),0,28
Share High,Alaska,AY.1 (Delta),0,28
Share,Alaska,AY.2 (Delta),0,28
Share Low,Alaska,AY.2 (Delta),0,28
Share High,Alaska,AY.2 (Delta),0,28
Share,Alaska,B.1.1.7 (Alpha),0,28
Share Low,Alaska,B.1.1.7 (Alpha),0,28
Share High,Alaska,B.1.1.7 (Alpha),0,28
Share,Alaska,B.1.1.529 (Omicron),0,28
Share Low,Alaska,B.1.1.529 (Omicron),0,28
Share High,Alaska,B.1.1.529 (Omicron),0,28
Share,Alaska,B.1.351,0,28
Share Low,Alaska,B.1.351,0,28
Share High,Alaska,B.1.351,0,28
Share,Alaska,B.1.427/429 (Epsilon),0,28
Share Low,Alaska,B.1.427/429 (Epsilon),0,28
Share High,Alaska,B.1.427/429 (Epsilon),0,28
Share,Alaska,B.1.525,0,28
Share Low,Alaska,B.1.525,0,28
Share High,Alaska,B.1.525,0,28
Share,Alaska,B.1.526 (Iota),0,28
Share Low,Alaska,B.1.526 (Iota),0,28
Share High,Alaska,B.1.526 (Iota),0,28
Share,Alaska,B.1.617.1,0,28
Share Low,Alaska,B.1.617.1,0,28
Share High,Alaska,B.1.617.1,0,28
Share,Alaska,B.1.617.2 (Delta),0,28
Share Low,Alaska,B.1.617.2 (Delta),0,28
Share High,Alaska,B.1.617.2 (Delta),0,28
Share,Alaska,B.1.617.3,0,28
Share Low,Alaska,B.1.617.3,0,28
Share High,Alaska,B.1.617.3,0,28
Share,Alaska,B.1.621 (Mu),0,28
Share Low,Alaska,B.1.621 (Mu),0,28
Share High,Alaska,B.1.621 (Mu),0,28
Share,Alaska,BA.2 (Omicron),0,28
Share Low,Alaska,BA.2 (Omicron),0,28
Share High,Alaska,BA.2 (Omicron),0,28
Share,Alaska,BA.2.12.1 (Omicron),0,28
Share Low,Alaska,BA.2.12.1 (Omicron),0,28
Share High,Alaska,BA.2.12.1 (Omicron),0,28
Share,Alaska,BA.2.75 (Omicron),0.046336163,28
