Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,110
Share Low,Alabama,AY.1 (Delta),0,110
Share High,Alabama,AY.1 (Delta),0,110
Share,Alabama,AY.2 (Delta),0,110
Share Low,Alabama,AY.2 (Delta),0,110
Share High,Alabama,AY.2 (Delta),0,110
Share,Alabama,B.1.1.7 (Alpha),0,110
Share Low,Alabama,B.1.1.7 (Alpha),0,110
Share High,Alabama,B.1.1.7 (Alpha),0,110
Share,Alabama,B.1.1.529 (Omicron),0,110
Share Low,Alabama,B.1.1.529 (Omicron),0,110
Share High,Alabama,B.1.1.529 (Omicron),0,110
Share,Alabama,B.1.351,0,110
Share Low,Alabama,B.1.351,0,110
Share High,Alabama,B.1.351,0,110
Share,Alabama,B.1.427/429 (Epsilon),0,110
Share Low,Alabama,B.1.427/429 (Epsilon),0,110
Share High,Alabama,B.1.427/429 (Epsilon),0,110
Share,Alabama,B.1.525,0,110
Share Low,Alabama,B.1.525,0,110
Share High,Alabama,B.1.525,0,110
Share,Alabama,B.1.526 (Iota),0,110
Share Low,Alabama,B.1.526 (Iota),0,110
Share High,Alabama,B.1.526 (Iota),0,110
Share,Alabama,B.1.617.1,0,110
Share Low,Alabama,B.1.617.1,0,110
Share High,Alabama,B.1.617.1,0,110
Share,Alabama,B.1.617.2 (Delta),0,110
Share Low,Alabama,B.1.617.2 (Delta),0,110
Share High,Alabama,B.1.617.2 (Delta),0,110
Share,Alabama,B.1.617.3,0,110
Share Low,Alabama,B.1.617.3,0,110
Share High,Alabama,B.1.617.3,0,110
Share,Alabama,B.1.621 (Mu),0,110
Share Low,Alabama,B.1.621 (Mu),0,110
Share High,Alabama,B.1.621 (Mu),0,110
Share,Alabama,BA.2 (Omicron),0.009090909,110
Share Low,Alabama,BA.2 (Omicron),0.000230135,110
Share High,Alabama,BA.2 (Omicron),0.049611188,110
Share,Alabama,BA.2.12.1 (Omicron),0,110
Share Low,Alabama,BA.2.12.1 (Omicron),0,110
Share High,Alabama,BA.2.12.1 (Omicron),0,110
Share,Alabama,BA.2.75 (Omicron),0.009090909,110
Share Low,Alabama,BA.2.75 (Omicron),0.000230135,110
Share High,Alabama,BA.2.75 (Omicron),0.049611188,110
Share,Alabama,BA.2.75.2 (Omicron),0,110
Share Low,Alabama,BA.2.75.2 (Omicron),0,110
Share High,Alabama,BA.2.75.2 (Omicron),0,110
Share,Alabama,BA.4 (Omicron),0,110
Share Low,Alabama,BA.4 (Omicron),0,110
Share High,Alabama,BA.4 (Omicron),0,110
Share,Alabama,BA.4.6 (Omicron),0.018181818,110
Share Low,Alabama,BA.4.6 (Omicron),0.002209537,110
Share High,Alabama,BA.4.6 (Omicron),0.064137541,110
Share,Alabama,BA.5 (Omicron),0.300000012,110
Share Low,Alabama,BA.5 (Omicron),0.216322958,110
Share High,Alabama,BA.5 (Omicron),0.394769102,110
Share,Alabama,BA.5.2.6 (Omicron),0,110
Share Low,Alabama,BA.5.2.6 (Omicron),0,110
Share High,Alabama,BA.5.2.6 (Omicron),0,110
Share,Alabama,BF.7 (Omicron),0.063636363,110
Share Low,Alabama,BF.7 (Omicron),0.025965614,110
Share High,Alabama,BF.7 (Omicron),0.126725927,110
Share,Alabama,BF.11 (Omicron),0,110
Share Low,Alabama,BF.11 (Omicron),0,110
Share High,Alabama,BF.11 (Omicron),0,110
Share,Alabama,BN.1 (Omicron),0.027272727,110
Share Low,Alabama,BN.1 (Omicron),0.004273357,110
Share High,Alabama,BN.1 (Omicron),0.086887658,110
Share,Alabama,BQ.1 (Omicron),0.127272725,110
Share Low,Alabama,BQ.1 (Omicron),0.071361661,110
Share High,Alabama,BQ.1 (Omicron),0.204314724,110
Share,Alabama,BQ.1.1 (Omicron),0.409090906,110
Share Low,Alabama,BQ.1.1 (Omicron),0.316279322,110
Share High,Alabama,BQ.1.1 (Omicron),0.506923497,110
Share,Alabama,XBB (Omicron),0.018181818,110
Share Low,Alabama,XBB (Omicron),0.002209537,110
Share High,Alabama,XBB (Omicron),0.064137541,110
Share,Alabama,XBB.1.5 (Omircon),0.009090909,110
Share Low,Alabama,XBB.1.5 (Omircon),2.340000006e-14,110
Share High,Alabama,XBB.1.5 (Omircon),0.241591886,110
Share,Alabama,Other,0.009090909,110
Share Low,Alabama,Other,0.000230135,110
Share High,Alabama,Other,0.049611188,110
Share,Alabama,P.1,0,110
Share Low,Alabama,P.1,0,110
Share High,Alabama,P.1,0,110
Share,Alabama,P.2,0,110
Share Low,Alabama,P.2,0,110
