Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,194
Share Low,Alabama,AY.1 (Delta),0,194
Share High,Alabama,AY.1 (Delta),0,194
Share,Alabama,AY.2 (Delta),0,194
Share Low,Alabama,AY.2 (Delta),0,194
Share High,Alabama,AY.2 (Delta),0,194
Share,Alabama,B.1.1.7 (Alpha),0,194
Share Low,Alabama,B.1.1.7 (Alpha),0,194
Share High,Alabama,B.1.1.7 (Alpha),0,194
Share,Alabama,B.1.1.529 (Omicron),0,194
Share Low,Alabama,B.1.1.529 (Omicron),0,194
Share High,Alabama,B.1.1.529 (Omicron),0,194
Share,Alabama,B.1.351,0,194
Share Low,Alabama,B.1.351,0,194
Share High,Alabama,B.1.351,0,194
Share,Alabama,B.1.427/429 (Epsilon),0,194
Share Low,Alabama,B.1.427/429 (Epsilon),0,194
Share High,Alabama,B.1.427/429 (Epsilon),0,194
Share,Alabama,B.1.525,0,194
Share Low,Alabama,B.1.525,0,194
Share High,Alabama,B.1.525,0,194
Share,Alabama,B.1.526 (Iota),0,194
Share Low,Alabama,B.1.526 (Iota),0,194
Share High,Alabama,B.1.526 (Iota),0,194
Share,Alabama,B.1.617.1,0,194
Share Low,Alabama,B.1.617.1,0,194
Share High,Alabama,B.1.617.1,0,194
Share,Alabama,B.1.617.2 (Delta),0,194
Share Low,Alabama,B.1.617.2 (Delta),0,194
Share High,Alabama,B.1.617.2 (Delta),0,194
Share,Alabama,B.1.617.3,0,194
Share Low,Alabama,B.1.617.3,0,194
Share High,Alabama,B.1.617.3,0,194
Share,Alabama,B.1.621 (Mu),0,194
Share Low,Alabama,B.1.621 (Mu),0,194
Share High,Alabama,B.1.621 (Mu),0,194
Share,Alabama,BA.2 (Omicron),0,194
Share Low,Alabama,BA.2 (Omicron),0,194
Share High,Alabama,BA.2 (Omicron),0,194
Share,Alabama,BA.2.12.1 (Omicron),0,194
Share Low,Alabama,BA.2.12.1 (Omicron),0,194
Share High,Alabama,BA.2.12.1 (Omicron),0,194
Share,Alabama,BA.2.75 (Omicron),0,194
Share Low,Alabama,BA.2.75 (Omicron),0,194
Share High,Alabama,BA.2.75 (Omicron),0,194
Share,Alabama,BA.2.75.2 (Omicron),0,194
Share Low,Alabama,BA.2.75.2 (Omicron),0,194
Share High,Alabama,BA.2.75.2 (Omicron),0,194
Share,Alabama,CH.1.1 (Omicron),0.036082473,194
Share Low,Alabama,CH.1.1 (Omicron),0.014627934,194
Share High,Alabama,CH.1.1 (Omicron),0.072927810,194
Share,Alabama,BN.1 (Omicron),0.036082473,194
Share Low,Alabama,BN.1 (Omicron),0.014627934,194
Share High,Alabama,BN.1 (Omicron),0.072927810,194
Share,Alabama,BA.4 (Omicron),0,194
Share Low,Alabama,BA.4 (Omicron),0,194
Share High,Alabama,BA.4 (Omicron),0,194
Share,Alabama,BA.4.6 (Omicron),0.005154639,194
Share Low,Alabama,BA.4.6 (Omicron),0.000130496,194
Share High,Alabama,BA.4.6 (Omicron),0.028383693,194
Share,Alabama,BA.5 (Omicron),0.097938143,194
Share Low,Alabama,BA.5 (Omicron),0.043641444,194
Share High,Alabama,BA.5 (Omicron),0.182895795,194
Share,Alabama,BA.5.2.6 (Omicron),0.015463918,194
Share Low,Alabama,BA.5.2.6 (Omicron),0.003200456,194
Share High,Alabama,BA.5.2.6 (Omicron),0.044524726,194
Share,Alabama,BF.7 (Omicron),0.030927835,194
Share Low,Alabama,BF.7 (Omicron),0.004372886,194
Share High,Alabama,BF.7 (Omicron),0.101903088,194
Share,Alabama,BF.11 (Omicron),0,194
Share Low,Alabama,BF.11 (Omicron),0,194
Share High,Alabama,BF.11 (Omicron),0,194
Share,Alabama,BQ.1 (Omicron),0.164948449,194
Share Low,Alabama,BQ.1 (Omicron),0.115644112,194
Share High,Alabama,BQ.1 (Omicron),0.224804103,194
Share,Alabama,BQ.1.1 (Omicron),0.438144326,194
Share Low,Alabama,BQ.1.1 (Omicron),0.367177069,194
