Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,27
Share Low,Alabama,AY.1 (Delta),0,27
Share High,Alabama,AY.1 (Delta),0,27
Share,Alabama,AY.2 (Delta),0,27
Share Low,Alabama,AY.2 (Delta),0,27
Share High,Alabama,AY.2 (Delta),0,27
Share,Alabama,B.1.1.7 (Alpha),0,27
Share Low,Alabama,B.1.1.7 (Alpha),0,27
Share High,Alabama,B.1.1.7 (Alpha),0,27
Share,Alabama,B.1.1.529 (Omicron),0,27
Share Low,Alabama,B.1.1.529 (Omicron),0,27
Share High,Alabama,B.1.1.529 (Omicron),0,27
Share,Alabama,B.1.351,0,27
Share Low,Alabama,B.1.351,0,27
Share High,Alabama,B.1.351,0,27
Share,Alabama,B.1.427/429 (Epsilon),0,27
Share Low,Alabama,B.1.427/429 (Epsilon),0,27
Share High,Alabama,B.1.427/429 (Epsilon),0,27
Share,Alabama,B.1.525,0,27
Share Low,Alabama,B.1.525,0,27
Share High,Alabama,B.1.525,0,27
Share,Alabama,B.1.526 (Iota),0,27
Share Low,Alabama,B.1.526 (Iota),0,27
Share High,Alabama,B.1.526 (Iota),0,27
Share,Alabama,B.1.617.1,0,27
Share Low,Alabama,B.1.617.1,0,27
Share High,Alabama,B.1.617.1,0,27
Share,Alabama,B.1.617.2 (Delta),0,27
Share Low,Alabama,B.1.617.2 (Delta),0,27
Share High,Alabama,B.1.617.2 (Delta),0,27
Share,Alabama,B.1.617.3,0,27
Share Low,Alabama,B.1.617.3,0,27
Share High,Alabama,B.1.617.3,0,27
Share,Alabama,B.1.621 (Mu),0,27
Share Low,Alabama,B.1.621 (Mu),0,27
Share High,Alabama,B.1.621 (Mu),0,27
Share,Alabama,BA.2 (Omicron),0,27
Share Low,Alabama,BA.2 (Omicron),0,27
Share High,Alabama,BA.2 (Omicron),0,27
Share,Alabama,BA.2.12.1 (Omicron),0,27
Share Low,Alabama,BA.2.12.1 (Omicron),0,27
Share High,Alabama,BA.2.12.1 (Omicron),0,27
Share,Alabama,BA.2.75 (Omicron),0,27
Share Low,Alabama,BA.2.75 (Omicron),0,27
Share High,Alabama,BA.2.75 (Omicron),0,27
Share,Alabama,BA.2.75.2 (Omicron),0,27
Share Low,Alabama,BA.2.75.2 (Omicron),0,27
Share High,Alabama,BA.2.75.2 (Omicron),0,27
Share,Alabama,CH.1.1 (Omicron),0,27
Share Low,Alabama,CH.1.1 (Omicron),0,27
Share High,Alabama,CH.1.1 (Omicron),0,27
Share,Alabama,BN.1 (Omicron),0,27
Share Low,Alabama,BN.1 (Omicron),0,27
Share High,Alabama,BN.1 (Omicron),0,27
Share,Alabama,BA.4 (Omicron),0,27
Share Low,Alabama,BA.4 (Omicron),0,27
Share High,Alabama,BA.4 (Omicron),0,27
Share,Alabama,BA.4.6 (Omicron),0,27
Share Low,Alabama,BA.4.6 (Omicron),0,27
Share High,Alabama,BA.4.6 (Omicron),0,27
Share,Alabama,BA.5 (Omicron),0,27
Share Low,Alabama,BA.5 (Omicron),0,27
Share High,Alabama,BA.5 (Omicron),0,27
Share,Alabama,BA.5.2.6 (Omicron),0,27
Share Low,Alabama,BA.5.2.6 (Omicron),0,27
Share High,Alabama,BA.5.2.6 (Omicron),0,27
Share,Alabama,BF.7 (Omicron),0,27
Share Low,Alabama,BF.7 (Omicron),0,27
Share High,Alabama,BF.7 (Omicron),0,27
Share,Alabama,BF.11 (Omicron),0,27
Share Low,Alabama,BF.11 (Omicron),0,27
Share High,Alabama,BF.11 (Omicron),0,27
Share,Alabama,BQ.1 (Omicron),0,27
Share Low,Alabama,BQ.1 (Omicron),0,27
Share High,Alabama,BQ.1 (Omicron),0,27
Share,Alabama,BQ.1.1 (Omicron),0.074074075,27
Share Low,Alabama,BQ.1.1 (Omicron),2.241279617e-05,27
Share High,Alabama,BQ.1.1 (Omicron),0.559191823,27
Share,Alabama,XBB (Omicron),0.037037037,27
Share Low,Alabama,XBB (Omicron),0.000228917,27
Share High,Alabama,XBB (Omicron),0.239125937,27
Share,Alabama,XBB.1.5 (Omircon),0.814814806,27
Share Low,Alabama,XBB.1.5 (Omircon),0.553220809,27
Share High,Alabama,XBB.1.5 (Omircon),0.958646595,27
Share,Alabama,XBB.1.5.1 (Omicron),0.037037037,27
Share Low,Alabama,XBB.1.5.1 (Omicron),0.000228917,27
Share High,Alabama,XBB.1.5.1 (Omicron),0.239125937,27
Share,Alabama,XBB.1.9.1 (Omicron),0.037037037,27
Share Low,Alabama,XBB.1.9.1 (Omicron),3.472130139e-09,27
Share High,Alabama,XBB.1.9.1 (Omicron),0.517504871,27
Share,Alabama,Other,0,27
Share Low,Alabama,Other,0,27
Share High,Alabama,Other,0,27
Share,Alabama,P.1,0,27
Share Low,Alabama,P.1,0,27
Share High,Alabama,P.1,0,27
Share,Alabama,P.2,0,27
Share Low,Alabama,P.2,0,27
Share High,Alabama,P.2,0,27
Share,Alaska,AY.1 (Delta),0,80
Share Low,Alaska,AY.1 (Delta),0,80
Share High,Alaska,AY.1 (Delta),0,80
Share,Alaska,AY.2 (Delta),0,80
Share Low,Alaska,AY.2 (Delta),0,80
Share High,Alaska,AY.2 (Delta),0,80
Share,Alaska,B.1.1.7 (Alpha),0,80
