Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,151
Share Low,Alabama,AY.1 (Delta),0,151
Share High,Alabama,AY.1 (Delta),0,151
Share,Alabama,AY.2 (Delta),0,151
Share Low,Alabama,AY.2 (Delta),0,151
Share High,Alabama,AY.2 (Delta),0,151
Share,Alabama,B.1.1.7 (Alpha),0,151
Share Low,Alabama,B.1.1.7 (Alpha),0,151
Share High,Alabama,B.1.1.7 (Alpha),0,151
Share,Alabama,B.1.1.529 (Omicron),0.881655991,151
Share Low,Alabama,B.1.1.529 (Omicron),0.757330060,151
Share High,Alabama,B.1.1.529 (Omicron),0.956270397,151
Share,Alabama,B.1.351,0,151
Share Low,Alabama,B.1.351,0,151
Share High,Alabama,B.1.351,0,151
Share,Alabama,B.1.427/429,0,151
Share Low,Alabama,B.1.427/429,0,151
Share High,Alabama,B.1.427/429,0,151
Share,Alabama,B.1.525,0,151
Share Low,Alabama,B.1.525,0,151
Share High,Alabama,B.1.525,0,151
Share,Alabama,B.1.526 (Iota),0,151
Share Low,Alabama,B.1.526 (Iota),0,151
Share High,Alabama,B.1.526 (Iota),0,151
Share,Alabama,B.1.617.1,0,151
Share Low,Alabama,B.1.617.1,0,151
Share High,Alabama,B.1.617.1,0,151
Share,Alabama,B.1.617.2 (Delta),0.004732807,151
Share Low,Alabama,B.1.617.2 (Delta),3.340730473e-05,151
Share High,Alabama,B.1.617.2 (Delta),0.033080287,151
Share,Alabama,B.1.617.3,0,151
Share Low,Alabama,B.1.617.3,0,151
Share High,Alabama,B.1.617.3,0,151
Share,Alabama,B.1.621 (Mu),0,151
Share Low,Alabama,B.1.621 (Mu),0,151
Share High,Alabama,B.1.621 (Mu),0,151
Share,Alabama,BA.2 (Omicron),0.113611177,151
Share Low,Alabama,BA.2 (Omicron),0.042853214,151
Share High,Alabama,BA.2 (Omicron),0.231053591,151
Share,Alabama,Other,0,151
Share Low,Alabama,Other,0,151
Share High,Alabama,Other,0,151
Share,Alabama,P.1,0,151
Share Low,Alabama,P.1,0,151
Share High,Alabama,P.1,0,151
Share,Alabama,P.2,0,151
Share Low,Alabama,P.2,0,151
Share High,Alabama,P.2,0,151
Share,Alaska,AY.1 (Delta),0,506
Share Low,Alaska,AY.1 (Delta),0,506
Share High,Alaska,AY.1 (Delta),0,506
Share,Alaska,AY.2 (Delta),0,506
Share Low,Alaska,AY.2 (Delta),0,506
Share High,Alaska,AY.2 (Delta),0,506
Share,Alaska,B.1.1.7 (Alpha),0,506
Share Low,Alaska,B.1.1.7 (Alpha),0,506
Share High,Alaska,B.1.1.7 (Alpha),0,506
Share,Alaska,B.1.1.529 (Omicron),0.488783449,506
Share Low,Alaska,B.1.1.529 (Omicron),0.444416255,506
Share High,Alaska,B.1.1.529 (Omicron),0.533282399,506
Share,Alaska,B.1.351,0,506
Share Low,Alaska,B.1.351,0,506
Share High,Alaska,B.1.351,0,506
