Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1,0,297
Share Low,Alabama,AY.1,0,297
Share High,Alabama,AY.1,0,297
Share,Alabama,AY.2,0,297
Share Low,Alabama,AY.2,0,297
Share High,Alabama,AY.2,0,297
Share,Alabama,B.1.1.7,0,297
Share Low,Alabama,B.1.1.7,0,297
Share High,Alabama,B.1.1.7,0,297
Share,Alabama,B.1.1.529,0.077120595,297
Share Low,Alabama,B.1.1.529,0.024439432,297
Share High,Alabama,B.1.1.529,0.174568579,297
Share,Alabama,B.1.351,0,297
Share Low,Alabama,B.1.351,0,297
Share High,Alabama,B.1.351,0,297
Share,Alabama,B.1.427/429,0,297
Share Low,Alabama,B.1.427/429,0,297
Share High,Alabama,B.1.427/429,0,297
Share,Alabama,B.1.525,0,297
Share Low,Alabama,B.1.525,0,297
Share High,Alabama,B.1.525,0,297
Share,Alabama,B.1.526,0,297
Share Low,Alabama,B.1.526,0,297
Share High,Alabama,B.1.526,0,297
Share,Alabama,B.1.617.1,0,297
Share Low,Alabama,B.1.617.1,0,297
Share High,Alabama,B.1.617.1,0,297
Share,Alabama,B.1.617.2,0.922879398,297
Share Low,Alabama,B.1.617.2,0.825431406,297
Share High,Alabama,B.1.617.2,0.975560546,297
Share,Alabama,B.1.617.3,0,297
Share Low,Alabama,B.1.617.3,0,297
Share High,Alabama,B.1.617.3,0,297
Share,Alabama,B.1.621,0,297
Share Low,Alabama,B.1.621,0,297
Share High,Alabama,B.1.621,0,297
Share,Alabama,Other,0,297
Share Low,Alabama,Other,0,297
Share High,Alabama,Other,0,297
Share,Alabama,P.1,0,297
Share Low,Alabama,P.1,0,297
Share High,Alabama,P.1,0,297
Share,Alabama,P.2,0,297
Share Low,Alabama,P.2,0,297
Share High,Alabama,P.2,0,297
Share,Alaska,AY.1,0,447
Share Low,Alaska,AY.1,0,447
Share High,Alaska,AY.1,0,447
Share,Alaska,AY.2,0,447
Share Low,Alaska,AY.2,0,447
Share High,Alaska,AY.2,0,447
Share,Alaska,B.1.1.7,0,447
Share Low,Alaska,B.1.1.7,0,447
Share High,Alaska,B.1.1.7,0,447
Share,Alaska,B.1.1.529,0.028000223,447
Share Low,Alaska,B.1.1.529,0.000220491,447
Share High,Alaska,B.1.1.529,0.179351255,447
Share,Alaska,B.1.351,0,447
Share Low,Alaska,B.1.351,0,447
Share High,Alaska,B.1.351,0,447
Share,Alaska,B.1.427/429,0,447
Share Low,Alaska,B.1.427/429,0,447
Share High,Alaska,B.1.427/429,0,447
Share,Alaska,B.1.525,0,447
Share Low,Alaska,B.1.525,0,447
Share High,Alaska,B.1.525,0,447
Share,Alaska,B.1.526,0,447
Share Low,Alaska,B.1.526,0,447
Share High,Alaska,B.1.526,0,447
Share,Alaska,B.1.617.1,0,447
Share Low,Alaska,B.1.617.1,0,447
Share High,Alaska,B.1.617.1,0,447
Share,Alaska,B.1.617.2,0.971999764,447
Share Low,Alaska,B.1.617.2,0.820648730,447
Share High,Alaska,B.1.617.2,0.999779522,447
Share,Alaska,B.1.617.3,0,447
Share Low,Alaska,B.1.617.3,0,447
Share High,Alaska,B.1.617.3,0,447
Share,Alaska,B.1.621,0,447
Share Low,Alaska,B.1.621,0,447
Share High,Alaska,B.1.621,0,447
Share,Alaska,Other,0,447
Share Low,Alaska,Other,0,447
Share High,Alaska,Other,0,447
Share,Alaska,P.1,0,447
Share Low,Alaska,P.1,0,447
Share High,Alaska,P.1,0,447
Share,Alaska,P.2,0,447
Share Low,Alaska,P.2,0,447
Share High,Alaska,P.2,0,447
Share,American Samoa,AY.1,0,1
Share Low,American Samoa,AY.1,0,1
Share High,American Samoa,AY.1,0,1
Share,American Samoa,AY.2,0,1
Share Low,American Samoa,AY.2,0,1
Share High,American Samoa,AY.2,0,1
Share,American Samoa,B.1.1.7,0,1
Share Low,American Samoa,B.1.1.7,0,1
Share High,American Samoa,B.1.1.7,0,1
Share,American Samoa,B.1.1.529,0,1
