Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,37
Share Low,Alabama,AY.1 (Delta),0,37
Share High,Alabama,AY.1 (Delta),0,37
Share,Alabama,AY.2 (Delta),0,37
Share Low,Alabama,AY.2 (Delta),0,37
Share High,Alabama,AY.2 (Delta),0,37
Share,Alabama,B.1.1.7 (Alpha),0,37
Share Low,Alabama,B.1.1.7 (Alpha),0,37
Share High,Alabama,B.1.1.7 (Alpha),0,37
Share,Alabama,B.1.1.529 (Omicron),0,37
Share Low,Alabama,B.1.1.529 (Omicron),0,37
Share High,Alabama,B.1.1.529 (Omicron),0,37
Share,Alabama,B.1.351,0,37
Share Low,Alabama,B.1.351,0,37
Share High,Alabama,B.1.351,0,37
Share,Alabama,B.1.427/429 (Epsilon),0,37
Share Low,Alabama,B.1.427/429 (Epsilon),0,37
Share High,Alabama,B.1.427/429 (Epsilon),0,37
Share,Alabama,B.1.525,0,37
Share Low,Alabama,B.1.525,0,37
Share High,Alabama,B.1.525,0,37
Share,Alabama,B.1.526 (Iota),0,37
Share Low,Alabama,B.1.526 (Iota),0,37
Share High,Alabama,B.1.526 (Iota),0,37
Share,Alabama,B.1.617.1,0,37
Share Low,Alabama,B.1.617.1,0,37
Share High,Alabama,B.1.617.1,0,37
Share,Alabama,B.1.617.2 (Delta),0,37
Share Low,Alabama,B.1.617.2 (Delta),0,37
Share High,Alabama,B.1.617.2 (Delta),0,37
Share,Alabama,B.1.617.3,0,37
Share Low,Alabama,B.1.617.3,0,37
Share High,Alabama,B.1.617.3,0,37
Share,Alabama,B.1.621 (Mu),0,37
Share Low,Alabama,B.1.621 (Mu),0,37
Share High,Alabama,B.1.621 (Mu),0,37
Share,Alabama,BA.2 (Omicron),0,37
Share Low,Alabama,BA.2 (Omicron),0,37
Share High,Alabama,BA.2 (Omicron),0,37
Share,Alabama,BA.2.12.1 (Omicron),0,37
Share Low,Alabama,BA.2.12.1 (Omicron),0,37
Share High,Alabama,BA.2.12.1 (Omicron),0,37
Share,Alabama,BA.2.75 (Omicron),0,37
Share Low,Alabama,BA.2.75 (Omicron),0,37
Share High,Alabama,BA.2.75 (Omicron),0,37
Share,Alabama,BA.2.75.2 (Omicron),0,37
Share Low,Alabama,BA.2.75.2 (Omicron),0,37
Share High,Alabama,BA.2.75.2 (Omicron),0,37
Share,Alabama,CH.1.1 (Omicron),0.027027028,37
Share Low,Alabama,CH.1.1 (Omicron),2.522351497e-05,37
Share High,Alabama,CH.1.1 (Omicron),0.226929069,37
Share,Alabama,BN.1 (Omicron),0,37
Share Low,Alabama,BN.1 (Omicron),0,37
